,imu,server_time,arduino_time,ax,ay,az,gx,gy,gz,mx,my,mz
894,0,2023-03-01T18:49:49.747507,1579264,140,497,1835,-268,-882,-20,58,268,-106
895,0,2023-03-01T18:49:49.752328,1579269,140,497,1835,-268,-882,-20,58,268,-106
896,0,2023-03-01T18:49:49.757777,1579274,349,767,1428,-419,-884,-64,58,268,-106
897,0,2023-03-01T18:49:49.764482,1579280,349,767,1428,-419,-884,-64,58,268,-106
898,0,2023-03-01T18:49:49.769671,1579285,349,767,1428,-419,-884,-64,58,268,-106
899,0,2023-03-01T18:49:49.775692,1579291,349,767,1428,-419,-884,-64,58,268,-106
900,0,2023-03-01T18:49:49.780969,1579296,262,750,1615,-872,-477,95,58,268,-106
901,0,2023-03-01T18:49:49.787526,1579303,262,750,1615,-872,-477,95,58,268,-106
902,0,2023-03-01T18:49:49.793111,1579309,262,750,1615,-872,-477,95,58,268,-106
903,0,2023-03-01T18:49:49.798990,1579315,166,634,1733,-1318,-331,-321,58,268,-106
904,0,2023-03-01T18:49:49.804663,1579321,166,634,1733,-1318,-331,-321,58,268,-106
905,0,2023-03-01T18:49:49.809835,1579326,166,634,1733,-1318,-331,-321,58,268,-106
906,0,2023-03-01T18:49:49.815766,1579331,166,634,1733,-1318,-331,-321,58,268,-106
907,0,2023-03-01T18:49:49.821144,1579336,167,454,1560,-1642,-442,-532,59,269,-119
908,0,2023-03-01T18:49:49.827181,1579343,167,454,1560,-1642,-442,-532,59,269,-119
909,0,2023-03-01T18:49:49.832020,1579347,167,454,1560,-1642,-442,-532,59,269,-119
910,0,2023-03-01T18:49:49.837298,1579354,167,454,1560,-1642,-442,-532,59,269,-119
911,0,2023-03-01T18:49:49.842463,1579359,112,300,1684,-1445,-508,-481,59,269,-119
912,0,2023-03-01T18:49:49.847963,1579364,112,300,1684,-1445,-508,-481,59,269,-119
913,0,2023-03-01T18:49:49.852997,1579369,112,300,1684,-1445,-508,-481,59,269,-119
914,0,2023-03-01T18:49:49.858606,1579374,132,343,1738,-1038,-601,-528,59,269,-119
915,0,2023-03-01T18:49:49.864129,1579380,132,343,1738,-1038,-601,-528,59,269,-119
916,0,2023-03-01T18:49:49.869340,1579385,132,343,1738,-1038,-601,-528,59,269,-119
917,0,2023-03-01T18:49:49.874163,1579389,132,343,1738,-1038,-601,-528,59,269,-119
918,0,2023-03-01T18:49:49.878996,1579395,183,440,1580,-648,-754,-221,59,269,-119
919,0,2023-03-01T18:49:49.885300,1579401,183,440,1580,-648,-754,-221,59,269,-119
920,0,2023-03-01T18:49:49.890231,1579406,183,440,1580,-648,-754,-221,59,269,-119
921,0,2023-03-01T18:49:49.895790,1579412,183,440,1580,-648,-754,-221,59,269,-119
922,0,2023-03-01T18:49:49.901583,1579416,257,661,1638,-573,-687,-251,59,269,-119
923,0,2023-03-01T18:49:49.908732,1579424,257,661,1638,-573,-687,-251,59,269,-119
924,0,2023-03-01T18:49:49.914569,1579430,257,661,1638,-573,-687,-251,59,269,-119
925,0,2023-03-01T18:49:49.920671,1579437,229,678,1647,-823,-574,-200,59,269,-119
926,0,2023-03-01T18:49:49.926953,1579442,229,678,1647,-823,-574,-200,59,269,-119
927,0,2023-03-01T18:49:49.932946,1579448,229,678,1647,-823,-574,-200,59,269,-119
928,0,2023-03-01T18:49:49.939130,1579455,223,634,1584,-1156,-512,-316,60,268,-112
929,0,2023-03-01T18:49:49.945065,1579461,223,634,1584,-1156,-512,-316,60,268,-112
930,0,2023-03-01T18:49:49.950631,1579466,223,634,1584,-1156,-512,-316,60,268,-112
931,0,2023-03-01T18:49:49.956104,1579472,223,634,1584,-1156,-512,-316,60,268,-112
932,0,2023-03-01T18:49:49.961463,1579478,172,515,1652,-1388,-423,-421,60,268,-112
933,0,2023-03-01T18:49:49.967326,1579484,172,515,1652,-1388,-423,-421,60,268,-112
934,0,2023-03-01T18:49:49.972320,1579488,172,515,1652,-1388,-423,-421,60,268,-112
935,0,2023-03-01T18:49:49.977847,1579494,124,372,1675,-1344,-500,-360,60,268,-112
936,0,2023-03-01T18:49:49.983354,1579499,124,372,1675,-1344,-500,-360,60,268,-112
937,0,2023-03-01T18:49:49.988259,1579504,124,372,1675,-1344,-500,-360,60,268,-112
938,0,2023-03-01T18:49:49.993342,1579509,124,372,1675,-1344,-500,-360,60,268,-112
939,0,2023-03-01T18:49:49.998965,1579514,161,386,1641,-1109,-602,-373,60,268,-112
940,0,2023-03-01T18:49:50.004306,1579521,161,386,1641,-1109,-602,-373,60,268,-112
941,0,2023-03-01T18:49:50.009245,1579526,161,386,1641,-1109,-602,-373,60,268,-112
942,0,2023-03-01T18:49:50.014742,1579531,161,386,1641,-1109,-602,-373,60,268,-112
943,0,2023-03-01T18:49:50.019866,1579536,174,461,1653,-793,-653,-262,60,268,-112
944,0,2023-03-01T18:49:50.025407,1579541,174,461,1653,-793,-653,-262,60,268,-112
945,0,2023-03-01T18:49:50.030220,1579546,174,461,1653,-793,-653,-262,60,268,-112
946,0,2023-03-01T18:49:50.035585,1579551,174,461,1653,-793,-653,-262,60,268,-112
947,0,2023-03-01T18:49:50.040802,1579556,213,579,1648,-721,-667,-253,60,268,-112
948,0,2023-03-01T18:49:50.047341,1579563,213,579,1648,-721,-667,-253,60,268,-112
949,0,2023-03-01T18:49:50.052785,1579569,213,579,1648,-721,-667,-253,60,268,-112
950,0,2023-03-01T18:49:50.058589,1579575,238,645,1602,-858,-607,-280,60,268,-112
951,0,2023-03-01T18:49:50.063958,1579580,238,645,1602,-858,-607,-280,60,268,-112
952,0,2023-03-01T18:49:50.068713,1579585,238,645,1602,-858,-607,-280,60,268,-112
953,0,2023-03-01T18:49:50.073978,1579589,238,645,1602,-858,-607,-280,60,268,-112
954,0,2023-03-01T18:49:50.080085,1579595,211,609,1628,-1105,-522,-334,50,268,-116
955,0,2023-03-01T18:49:50.085363,1579601,211,609,1628,-1105,-522,-334,50,268,-116
956,0,2023-03-01T18:49:50.090588,1579607,211,609,1628,-1105,-522,-334,50,268,-116
957,0,2023-03-01T18:49:50.096625,1579613,211,609,1628,-1105,-522,-334,50,268,-116
958,0,2023-03-01T18:49:50.102273,1579618,171,517,1657,-1281,-472,-370,50,268,-116
959,0,2023-03-01T18:49:50.108691,1579624,171,517,1657,-1281,-472,-370,50,268,-116
960,0,2023-03-01T18:49:50.114059,1579629,171,517,1657,-1281,-472,-370,50,268,-116
961,0,2023-03-01T18:49:50.120373,1579635,152,425,1639,-1271,-513,-367,50,268,-116
962,0,2023-03-01T18:49:50.126350,1579642,152,425,1639,-1271,-513,-367,50,268,-116
963,0,2023-03-01T18:49:50.131384,1579648,152,425,1639,-1271,-513,-367,50,268,-116
964,0,2023-03-01T18:49:50.136990,1579653,152,425,1639,-1271,-513,-367,50,268,-116
965,0,2023-03-01T18:49:50.141756,1579658,157,413,1651,-1089,-581,-339,50,268,-116
966,0,2023-03-01T18:49:50.148172,1579664,157,413,1651,-1089,-581,-339,50,268,-116
967,0,2023-03-01T18:49:50.153800,1579669,157,413,1651,-1089,-581,-339,50,268,-116
968,0,2023-03-01T18:49:50.160240,1579676,180,477,1660,-862,-630,-294,50,268,-116
969,0,2023-03-01T18:49:50.165777,1579681,180,477,1660,-862,-630,-294,50,268,-116
970,0,2023-03-01T18:49:50.170689,1579686,180,477,1660,-862,-630,-294,50,268,-116
971,0,2023-03-01T18:49:50.176042,1579692,180,477,1660,-862,-630,-294,50,268,-116
972,0,2023-03-01T18:49:50.180933,1579697,212,563,1623,-801,-646,-289,50,268,-116
973,0,2023-03-01T18:49:50.186538,1579703,212,563,1623,-801,-646,-289,50,268,-116
974,0,2023-03-01T18:49:50.191290,1579707,212,563,1623,-801,-646,-289,50,268,-116
975,0,2023-03-01T18:49:50.196509,1579712,212,563,1623,-801,-646,-289,50,268,-116
976,0,2023-03-01T18:49:50.201159,1579717,220,610,1625,-901,-589,-303,57,273,-107
977,0,2023-03-01T18:49:50.207026,1579723,220,610,1625,-901,-589,-303,57,273,-107
978,0,2023-03-01T18:49:50.212001,1579727,220,610,1625,-901,-589,-303,57,273,-107
979,0,2023-03-01T18:49:50.218268,1579734,220,610,1625,-901,-589,-303,57,273,-107
980,0,2023-03-01T18:49:50.223607,1579740,201,583,1639,-1087,-525,-332,57,273,-107
981,0,2023-03-01T18:49:50.229847,1579746,201,583,1639,-1087,-525,-332,57,273,-107
982,0,2023-03-01T18:49:50.235100,1579751,201,583,1639,-1087,-525,-332,57,273,-107
983,0,2023-03-01T18:49:50.240236,1579756,175,510,1634,-1220,-507,-353,57,273,-107
984,0,2023-03-01T18:49:50.245326,1579761,175,510,1634,-1220,-507,-353,57,273,-107
985,0,2023-03-01T18:49:50.250811,1579767,175,510,1634,-1220,-507,-353,57,273,-107
986,0,2023-03-01T18:49:50.256259,1579772,175,510,1634,-1220,-507,-353,57,273,-107
987,0,2023-03-01T18:49:50.261313,1579778,163,449,1649,-1202,-526,-353,57,273,-107
988,0,2023-03-01T18:49:50.267691,1579784,163,449,1649,-1202,-526,-353,57,273,-107
989,0,2023-03-01T18:49:50.272619,1579789,163,449,1649,-1202,-526,-353,57,273,-107
990,0,2023-03-01T18:49:50.277936,1579794,163,439,1661,-1058,-572,-325,57,273,-107
991,0,2023-03-01T18:49:50.283480,1579799,163,439,1661,-1058,-572,-325,57,273,-107
992,0,2023-03-01T18:49:50.289025,1579805,163,439,1661,-1058,-572,-325,57,273,-107
993,0,2023-03-01T18:49:50.294161,1579810,163,439,1661,-1058,-572,-325,57,273,-107
994,0,2023-03-01T18:49:50.299505,1579815,188,492,1640,-918,-623,-298,57,273,-107
995,0,2023-03-01T18:49:50.304545,1579821,188,492,1640,-918,-623,-298,57,273,-107
996,0,2023-03-01T18:49:50.309412,1579826,188,492,1640,-918,-623,-298,57,273,-107
997,0,2023-03-01T18:49:50.315462,1579831,188,492,1640,-918,-623,-298,57,273,-107
998,0,2023-03-01T18:49:50.320514,1579836,188,492,1640,-918,-623,-298,57,273,-107
999,0,2023-03-01T18:49:50.325392,1579841,188,492,1640,-918,-623,-298,57,273,-107
1000,0,2023-03-01T18:49:50.330233,1579846,188,492,1640,-918,-623,-298,57,273,-107
1001,0,2023-03-01T18:49:50.335665,1579851,188,492,1640,-918,-623,-298,57,273,-107
1002,0,2023-03-01T18:49:50.340804,1579856,188,492,1640,-918,-623,-298,44,266,-112
1003,0,2023-03-01T18:49:50.345616,1579862,188,492,1640,-918,-623,-298,44,266,-112
1004,0,2023-03-01T18:49:50.350358,1579867,188,492,1640,-918,-623,-298,44,266,-112
1005,0,2023-03-01T18:49:50.355556,1579872,188,492,1640,-918,-623,-298,44,266,-112
1006,0,2023-03-01T18:49:50.360258,1579876,201,562,1635,-1088,-543,-338,44,266,-112
1007,0,2023-03-01T18:49:50.365798,1579882,201,562,1635,-1088,-543,-338,44,266,-112
1008,0,2023-03-01T18:49:50.371476,1579887,201,562,1635,-1088,-543,-338,44,266,-112
1009,0,2023-03-01T18:49:50.377393,1579893,201,562,1635,-1088,-543,-338,44,266,-112
1010,0,2023-03-01T18:49:50.382605,1579898,180,509,1636,-1176,-524,-354,44,266,-112
1011,0,2023-03-01T18:49:50.387917,1579904,180,509,1636,-1176,-524,-354,44,266,-112
1012,0,2023-03-01T18:49:50.392852,1579909,180,509,1636,-1176,-524,-354,44,266,-112
1013,0,2023-03-01T18:49:50.398281,1579914,167,460,1646,-1155,-548,-344,44,266,-112
1014,0,2023-03-01T18:49:50.404386,1579920,167,460,1646,-1155,-548,-344,44,266,-112
1015,0,2023-03-01T18:49:50.409973,1579926,167,460,1646,-1155,-548,-344,44,266,-112
1016,0,2023-03-01T18:49:50.415404,1579931,167,460,1646,-1155,-548,-344,44,266,-112
1017,0,2023-03-01T18:49:50.420700,1579936,169,459,1650,-1037,-579,-328,44,266,-112
1018,0,2023-03-01T18:49:50.426442,1579942,169,459,1650,-1037,-579,-328,44,266,-112
1019,0,2023-03-01T18:49:50.431223,1579948,169,459,1650,-1037,-579,-328,44,266,-112
1020,0,2023-03-01T18:49:50.436573,1579953,169,459,1650,-1037,-579,-328,44,266,-112
1021,0,2023-03-01T18:49:50.441587,1579958,191,503,1643,-931,-609,-303,44,266,-112
1022,0,2023-03-01T18:49:50.447504,1579964,191,503,1643,-931,-609,-303,44,266,-112
1023,0,2023-03-01T18:49:50.452834,1579969,191,503,1643,-931,-609,-303,44,266,-112
1024,0,2023-03-01T18:49:50.458673,1579974,203,555,1647,-913,-611,-295,56,272,-110
1025,0,2023-03-01T18:49:50.464326,1579980,203,555,1647,-913,-611,-295,56,272,-110
1026,0,2023-03-01T18:49:50.469510,1579985,203,555,1647,-913,-611,-295,56,272,-110
1027,0,2023-03-01T18:49:50.474582,1579991,203,555,1647,-913,-611,-295,56,272,-110
1028,0,2023-03-01T18:49:50.479605,1579996,207,570,1635,-989,-580,-317,56,272,-110
1029,0,2023-03-01T18:49:50.485130,1580001,207,570,1635,-989,-580,-317,56,272,-110
1030,0,2023-03-01T18:49:50.490781,1580006,207,570,1635,-989,-580,-317,56,272,-110
1031,0,2023-03-01T18:49:50.496046,1580012,207,570,1635,-989,-580,-317,56,272,-110
1032,0,2023-03-01T18:49:50.501522,1580017,194,546,1636,-1091,-545,-337,56,272,-110
1033,0,2023-03-01T18:49:50.507684,1580023,194,546,1636,-1091,-545,-337,56,272,-110
1034,0,2023-03-01T18:49:50.512460,1580028,194,546,1636,-1091,-545,-337,56,272,-110
1035,0,2023-03-01T18:49:50.519129,1580035,176,499,1641,-1139,-517,-347,56,272,-110
1036,0,2023-03-01T18:49:50.524884,1580041,176,499,1641,-1139,-517,-347,56,272,-110
1037,0,2023-03-01T18:49:50.530417,1580046,176,499,1641,-1139,-517,-347,56,272,-110
1038,0,2023-03-01T18:49:50.536369,1580052,176,499,1641,-1139,-517,-347,56,272,-110
1039,0,2023-03-01T18:49:50.541342,1580057,169,469,1648,-1115,-553,-332,56,272,-110
1040,0,2023-03-01T18:49:50.547033,1580063,169,469,1648,-1115,-553,-332,56,272,-110
1041,0,2023-03-01T18:49:50.552297,1580067,169,469,1648,-1115,-553,-332,56,272,-110
1042,0,2023-03-01T18:49:50.557538,1580073,169,469,1648,-1115,-553,-332,56,272,-110
1043,0,2023-03-01T18:49:50.562733,1580079,177,479,1646,-1023,-580,-322,56,272,-110
1044,0,2023-03-01T18:49:50.568597,1580085,177,479,1646,-1023,-580,-322,56,272,-110
1045,0,2023-03-01T18:49:50.573379,1580090,177,479,1646,-1023,-580,-322,56,272,-110
1046,0,2023-03-01T18:49:50.578558,1580095,189,515,1640,-945,-607,-301,56,272,-110
1047,0,2023-03-01T18:49:50.583880,1580100,189,515,1640,-945,-607,-301,56,272,-110
1048,0,2023-03-01T18:49:50.589396,1580105,189,515,1640,-945,-607,-301,56,272,-110
1049,0,2023-03-01T18:49:50.594785,1580111,189,515,1640,-945,-607,-301,56,272,-110
1050,0,2023-03-01T18:49:50.599441,1580115,202,549,1640,-946,-599,-308,52,270,-112
1051,0,2023-03-01T18:49:50.605404,1580122,202,549,1640,-946,-599,-308,52,270,-112
1052,0,2023-03-01T18:49:50.609921,1580126,202,549,1640,-946,-599,-308,52,270,-112
1053,0,2023-03-01T18:49:50.615342,1580131,202,549,1640,-946,-599,-308,52,270,-112
1054,0,2023-03-01T18:49:50.620228,1580136,205,553,1634,-1008,-568,-318,52,270,-112
1055,0,2023-03-01T18:49:50.625879,1580142,205,553,1634,-1008,-568,-318,52,270,-112
1056,0,2023-03-01T18:49:50.630761,1580146,205,553,1634,-1008,-568,-318,52,270,-112
1057,0,2023-03-01T18:49:50.635978,1580152,205,553,1634,-1008,-568,-318,52,270,-112
1058,0,2023-03-01T18:49:50.640894,1580156,192,530,1639,-1088,-542,-330,52,270,-112
1059,0,2023-03-01T18:49:50.646566,1580163,192,530,1639,-1088,-542,-330,52,270,-112
1060,0,2023-03-01T18:49:50.652753,1580169,192,530,1639,-1088,-542,-330,52,270,-112
1061,0,2023-03-01T18:49:50.658569,1580174,192,530,1639,-1088,-542,-330,52,270,-112
1062,0,2023-03-01T18:49:50.663735,1580179,177,496,1649,-1115,-531,-336,52,270,-112
1063,0,2023-03-01T18:49:50.669788,1580186,177,496,1649,-1115,-531,-336,52,270,-112
1064,0,2023-03-01T18:49:50.675064,1580190,177,496,1649,-1115,-531,-336,52,270,-112
1065,0,2023-03-01T18:49:50.679731,1580195,173,479,1651,-1082,-559,-330,52,270,-112
1066,0,2023-03-01T18:49:50.685458,1580201,173,479,1651,-1082,-559,-330,52,270,-112
1067,0,2023-03-01T18:49:50.691186,1580207,173,479,1651,-1082,-559,-330,52,270,-112
1068,0,2023-03-01T18:49:50.697202,1580213,173,479,1651,-1082,-559,-330,52,270,-112
1069,0,2023-03-01T18:49:50.702685,1580218,178,491,1644,-1011,-589,-315,52,270,-112
1070,0,2023-03-01T18:49:50.708774,1580225,178,491,1644,-1011,-589,-315,52,270,-112
1071,0,2023-03-01T18:49:50.713549,1580229,178,491,1644,-1011,-589,-315,52,270,-112
1072,0,2023-03-01T18:49:50.719848,1580235,191,525,1648,-960,-595,-306,55,271,-107
1073,0,2023-03-01T18:49:50.726417,1580241,191,525,1648,-960,-595,-306,55,271,-107
1074,0,2023-03-01T18:49:50.732192,1580248,191,525,1648,-960,-595,-306,55,271,-107
1075,0,2023-03-01T18:49:50.737857,1580254,191,525,1648,-960,-595,-306,55,271,-107
1076,0,2023-03-01T18:49:50.742805,1580259,197,546,1642,-977,-589,-304,55,271,-107
1077,0,2023-03-01T18:49:50.748540,1580265,197,546,1642,-977,-589,-304,55,271,-107
1078,0,2023-03-01T18:49:50.753748,1580269,197,546,1642,-977,-589,-304,55,271,-107
1079,0,2023-03-01T18:49:50.760167,1580276,197,544,1642,-1036,-559,-319,55,271,-107
1080,0,2023-03-01T18:49:50.765890,1580281,197,544,1642,-1036,-559,-319,55,271,-107
1081,0,2023-03-01T18:49:50.771499,1580288,197,544,1642,-1036,-559,-319,55,271,-107
1082,0,2023-03-01T18:49:50.777289,1580293,197,544,1642,-1036,-559,-319,55,271,-107
1083,0,2023-03-01T18:49:50.782574,1580298,186,520,1646,-1087,-546,-334,55,271,-107
1084,0,2023-03-01T18:49:50.788565,1580305,186,520,1646,-1087,-546,-334,55,271,-107
1085,0,2023-03-01T18:49:50.793303,1580309,186,520,1646,-1087,-546,-334,55,271,-107
1086,0,2023-03-01T18:49:50.798961,1580315,178,499,1644,-1096,-550,-334,55,271,-107
1087,0,2023-03-01T18:49:50.804455,1580320,178,499,1644,-1096,-550,-334,55,271,-107
1088,0,2023-03-01T18:49:50.810272,1580326,178,499,1644,-1096,-550,-334,55,271,-107
1089,0,2023-03-01T18:49:50.816070,1580332,178,499,1644,-1096,-550,-334,55,271,-107
1090,0,2023-03-01T18:49:50.821165,1580338,174,488,1643,-1052,-562,-322,55,271,-107
1091,0,2023-03-01T18:49:50.826539,1580343,174,488,1643,-1052,-562,-322,55,271,-107
1092,0,2023-03-01T18:49:50.831377,1580347,174,488,1643,-1052,-562,-322,55,271,-107
1093,0,2023-03-01T18:49:50.837321,1580353,174,488,1643,-1052,-562,-322,55,271,-107
1094,0,2023-03-01T18:49:50.842583,1580358,185,503,1643,-994,-583,-312,56,268,-114
1095,0,2023-03-01T18:49:50.848744,1580364,185,503,1643,-994,-583,-312,56,268,-114
1096,0,2023-03-01T18:49:50.853540,1580369,185,503,1643,-994,-583,-312,56,268,-114
1097,0,2023-03-01T18:49:50.859210,1580376,193,528,1639,-971,-591,-305,56,268,-114
1098,0,2023-03-01T18:49:50.865414,1580381,193,528,1639,-971,-591,-305,56,268,-114
1099,0,2023-03-01T18:49:50.871411,1580387,193,528,1639,-971,-591,-305,56,268,-114
1100,0,2023-03-01T18:49:50.877415,1580393,193,528,1639,-971,-591,-305,56,268,-114
1101,0,2023-03-01T18:49:50.883454,1580398,197,539,1637,-1002,-582,-315,56,268,-114
1102,0,2023-03-01T18:49:50.889839,1580405,197,539,1637,-1002,-582,-315,56,268,-114
1103,0,2023-03-01T18:49:50.895628,1580411,197,539,1637,-1002,-582,-315,56,268,-114
1104,0,2023-03-01T18:49:50.900431,1580417,193,531,1640,-1047,-561,-326,56,268,-114
1105,0,2023-03-01T18:49:50.905691,1580422,193,531,1640,-1047,-561,-326,56,268,-114
1106,0,2023-03-01T18:49:50.912524,1580427,193,531,1640,-1047,-561,-326,56,268,-114
1107,0,2023-03-01T18:49:50.919536,1580435,188,513,1639,-1081,-553,-329,56,268,-114
1108,0,2023-03-01T18:49:50.925146,1580441,188,513,1639,-1081,-553,-329,56,268,-114
1109,0,2023-03-01T18:49:50.930778,1580447,188,513,1639,-1081,-553,-329,56,268,-114
1110,0,2023-03-01T18:49:50.936265,1580452,188,513,1639,-1081,-553,-329,56,268,-114
1111,0,2023-03-01T18:49:50.941415,1580457,180,496,1643,-1075,-560,-328,56,268,-114
1112,0,2023-03-01T18:49:50.947628,1580464,180,496,1643,-1075,-560,-328,56,268,-114
1113,0,2023-03-01T18:49:50.952880,1580469,180,496,1643,-1075,-560,-328,56,268,-114
1114,0,2023-03-01T18:49:50.958213,1580474,180,496,1643,-1075,-560,-328,56,268,-114
1115,0,2023-03-01T18:49:50.963367,1580479,181,496,1650,-1041,-573,-328,56,268,-114
1116,0,2023-03-01T18:49:50.969910,1580486,181,496,1650,-1041,-573,-328,56,268,-114
1117,0,2023-03-01T18:49:50.975589,1580491,181,496,1650,-1041,-573,-328,56,268,-114
1118,0,2023-03-01T18:49:50.980418,1580496,190,511,1652,-1010,-582,-318,62,272,-110
1119,0,2023-03-01T18:49:50.985696,1580502,190,511,1652,-1010,-582,-318,62,272,-110
1120,0,2023-03-01T18:49:50.990810,1580507,190,511,1652,-1010,-582,-318,62,272,-110
1121,0,2023-03-01T18:49:50.996876,1580513,190,511,1652,-1010,-582,-318,62,272,-110
1122,0,2023-03-01T18:49:51.002597,1580518,194,524,1642,-1000,-586,-318,62,272,-110
1123,0,2023-03-01T18:49:51.009163,1580525,194,524,1642,-1000,-586,-318,62,272,-110
1124,0,2023-03-01T18:49:51.014169,1580530,194,524,1642,-1000,-586,-318,62,272,-110
1125,0,2023-03-01T18:49:51.019715,1580535,195,535,1644,-1028,-575,-321,62,272,-110
1126,0,2023-03-01T18:49:51.025592,1580541,195,535,1644,-1028,-575,-321,62,272,-110
1127,0,2023-03-01T18:49:51.031663,1580548,195,535,1644,-1028,-575,-321,62,272,-110
1128,0,2023-03-01T18:49:51.037099,1580553,195,535,1644,-1028,-575,-321,62,272,-110
1129,0,2023-03-01T18:49:51.042051,1580558,188,529,1638,-1055,-558,-322,62,272,-110
1130,0,2023-03-01T18:49:51.047211,1580563,188,529,1638,-1055,-558,-322,62,272,-110
1131,0,2023-03-01T18:49:51.051942,1580568,188,529,1638,-1055,-558,-322,62,272,-110
1132,0,2023-03-01T18:49:51.057834,1580573,188,529,1638,-1055,-558,-322,62,272,-110
1133,0,2023-03-01T18:49:51.062901,1580579,187,512,1643,-1080,-555,-326,62,272,-110
1134,0,2023-03-01T18:49:51.068798,1580584,187,512,1643,-1080,-555,-326,62,272,-110
1135,0,2023-03-01T18:49:51.073705,1580590,187,512,1643,-1080,-555,-326,62,272,-110
1136,0,2023-03-01T18:49:51.079121,1580595,181,501,1642,-1054,-566,-324,62,272,-110
1137,0,2023-03-01T18:49:51.084624,1580601,181,501,1642,-1054,-566,-324,62,272,-110
1138,0,2023-03-01T18:49:51.089674,1580605,181,501,1642,-1054,-566,-324,62,272,-110
1139,0,2023-03-01T18:49:51.094379,1580610,181,501,1642,-1054,-566,-324,62,272,-110
1140,0,2023-03-01T18:49:51.099625,1580616,183,503,1648,-1019,-575,-311,57,269,-113
1141,0,2023-03-01T18:49:51.104779,1580620,183,503,1648,-1019,-575,-311,57,269,-113
1142,0,2023-03-01T18:49:51.110230,1580626,183,503,1648,-1019,-575,-311,57,269,-113
1143,0,2023-03-01T18:49:51.115974,1580632,183,503,1648,-1019,-575,-311,57,269,-113
1144,0,2023-03-01T18:49:51.120750,1580637,189,517,1646,-1000,-581,-306,57,269,-113
1145,0,2023-03-01T18:49:51.126400,1580643,189,517,1646,-1000,-581,-306,57,269,-113
1146,0,2023-03-01T18:49:51.131517,1580648,189,517,1646,-1000,-581,-306,57,269,-113
1147,0,2023-03-01T18:49:51.136704,1580653,189,517,1646,-1000,-581,-306,57,269,-113
1148,0,2023-03-01T18:49:51.141613,1580657,196,530,1640,-1012,-578,-312,57,269,-113
1149,0,2023-03-01T18:49:51.147171,1580663,196,530,1640,-1012,-578,-312,57,269,-113
1150,0,2023-03-01T18:49:51.152578,1580668,196,530,1640,-1012,-578,-312,57,269,-113
1151,0,2023-03-01T18:49:51.158313,1580675,196,530,1640,-1012,-578,-312,57,269,-113
1152,0,2023-03-01T18:49:51.163194,1580679,198,528,1641,-1037,-571,-318,57,269,-113
1153,0,2023-03-01T18:49:51.169620,1580686,198,528,1641,-1037,-571,-318,57,269,-113
1154,0,2023-03-01T18:49:51.174546,1580691,198,528,1641,-1037,-571,-318,57,269,-113
1155,0,2023-03-01T18:49:51.179852,1580696,190,517,1644,-1058,-568,-332,57,269,-113
1156,0,2023-03-01T18:49:51.185526,1580701,190,517,1644,-1058,-568,-332,57,269,-113
1157,0,2023-03-01T18:49:51.190181,1580706,190,517,1644,-1058,-568,-332,57,269,-113
1158,0,2023-03-01T18:49:51.195325,1580711,190,517,1644,-1058,-568,-332,57,269,-113
1159,0,2023-03-01T18:49:51.199921,1580716,190,504,1639,-1059,-558,-329,57,269,-113
1160,0,2023-03-01T18:49:51.205563,1580722,190,504,1639,-1059,-558,-329,57,269,-113
1161,0,2023-03-01T18:49:51.211307,1580727,190,504,1639,-1059,-558,-329,57,269,-113
1162,0,2023-03-01T18:49:51.216396,1580733,190,504,1639,-1059,-558,-329,57,269,-113
1163,0,2023-03-01T18:49:51.221314,1580737,179,503,1640,-1050,-571,-326,57,269,-113
1164,0,2023-03-01T18:49:51.227244,1580743,179,503,1640,-1050,-571,-326,57,269,-113
1165,0,2023-03-01T18:49:51.233060,1580749,179,503,1640,-1050,-571,-326,57,269,-113
1166,0,2023-03-01T18:49:51.238108,1580754,179,503,1640,-1050,-571,-326,57,269,-113
1167,0,2023-03-01T18:49:51.243344,1580759,184,508,1643,-1023,-584,-312,47,273,-115
1168,0,2023-03-01T18:49:51.249230,1580766,184,508,1643,-1023,-584,-312,47,273,-115
1169,0,2023-03-01T18:49:51.254045,1580770,184,508,1643,-1023,-584,-312,47,273,-115
1170,0,2023-03-01T18:49:51.259558,1580775,188,521,1640,-1015,-585,-310,47,273,-115
1171,0,2023-03-01T18:49:51.265334,1580781,188,521,1640,-1015,-585,-310,47,273,-115
1172,0,2023-03-01T18:49:51.270131,1580786,188,521,1640,-1015,-585,-310,47,273,-115
1173,0,2023-03-01T18:49:51.275588,1580791,188,521,1640,-1015,-585,-310,47,273,-115
1174,0,2023-03-01T18:49:51.280176,1580796,193,528,1643,-1023,-573,-307,47,273,-115
1175,0,2023-03-01T18:49:51.285453,1580802,193,528,1643,-1023,-573,-307,47,273,-115
1176,0,2023-03-01T18:49:51.290344,1580807,193,528,1643,-1023,-573,-307,47,273,-115
1177,0,2023-03-01T18:49:51.296123,1580812,193,528,1643,-1023,-573,-307,47,273,-115
1178,0,2023-03-01T18:49:51.300806,1580817,190,526,1643,-1038,-568,-325,47,273,-115
1179,0,2023-03-01T18:49:51.306072,1580822,190,526,1643,-1038,-568,-325,47,273,-115
1180,0,2023-03-01T18:49:51.311498,1580827,190,526,1643,-1038,-568,-325,47,273,-115
1181,0,2023-03-01T18:49:51.317306,1580833,190,526,1643,-1038,-568,-325,47,273,-115
