,Unnamed: 0,Timestamp,FrameCount,Manufacturer,Name,SerialNumber,Acceleration,AngularAcceleration,AngularVelocity,Position,Rotation,Velocity,IsTracked
5238,5238,2023-03-01T18:51:33.212103,3746,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(-0.001163726,-0.03454217,0.001145486)","(-0.06298917,1.256075,0.2161327)","(0.1138302,-0.06614228,0.6577809,-0.7416146)","(0.004934335,0.001146904,-3.612708E-05)",True
5239,5239,2023-03-01T18:51:33.245102,3747,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.001269879,-0.03527769,0.001732133)","(-0.06322596,1.256046,0.2163907)","(0.1142237,-0.06650916,0.6577467,-0.7415516)","(0.003280383,0.000918796,0.0007470387)",True
5240,5240,2023-03-01T18:51:33.245102,3747,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.001269879,-0.03527769,0.001732133)","(-0.06322596,1.256046,0.2163907)","(0.1142237,-0.06650916,0.6577467,-0.7415516)","(0.003280383,0.000918796,0.0007470387)",True
5241,5241,2023-03-01T18:51:33.268099,3748,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(-0.0001303292,-0.03444809,0.0008726139)","(-0.0633366,1.256054,0.2164565)","(0.1145545,-0.06685729,0.6576526,-0.7415528)","(0.002272449,0.0009393708,0.0005316772)",True
5242,5242,2023-03-01T18:51:33.301100,3749,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(-0.001288498,-0.0357243,0.0002139694)","(-0.0632998,1.256006,0.2164547)","(0.1148972,-0.06723485,0.6575807,-0.7415294)","(0.00230895,0.0003929822,0.0001944235)",True
5243,5243,2023-03-01T18:51:33.301100,3749,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(-0.001288498,-0.0357243,0.0002139694)","(-0.0632998,1.256006,0.2164547)","(0.1148972,-0.06723485,0.6575807,-0.7415294)","(0.00230895,0.0003929822,0.0001944235)",True
5244,5244,2023-03-01T18:51:33.324099,3750,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.001414333,-0.034099,0.002647995)","(-0.06334388,1.256012,0.2167832)","(0.1152086,-0.0675345,0.6575945,-0.7414416)","(0.002680995,0.0003893721,0.00156662)",True
5245,5245,2023-03-01T18:51:33.356099,3751,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.001413792,-0.03410311,0.002640262)","(-0.06369378,1.256019,0.2171809)","(0.1155388,-0.06792045,0.6575182,-0.7414226)","(0.001067549,0.0003742007,0.002359212)",True
5246,5246,2023-03-01T18:51:33.380105,3752,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.00115484,-0.03422707,0.001619577)","(-0.06351217,1.25607,0.2171146)","(0.1158757,-0.06825298,0.6574824,-0.7413712)","(0.001304546,0.000759474,0.002336974)",True
5247,5247,2023-03-01T18:51:33.381098,3752,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.00115484,-0.03422707,0.001619577)","(-0.06351217,1.25607,0.2171146)","(0.1158757,-0.06825298,0.6574824,-0.7413712)","(0.001304546,0.000759474,0.002336974)",True
5248,5248,2023-03-01T18:51:33.412100,3753,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.003334362,-0.03509106,0.001162933)","(-0.06362216,1.25598,0.217155)","(0.1162436,-0.06855369,0.6574116,-0.7413487)","(0.0008672046,-7.052743E-05,0.001641668)",True
5249,5249,2023-03-01T18:51:33.434099,3754,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.001156112,-0.03646239,0.000783709)","(-0.06368151,1.255993,0.2170217)","(0.1166095,-0.06892814,0.657321,-0.7413368)","(0.00054709,0.0001989733,0.0003554925)",True
5250,5250,2023-03-01T18:51:33.458098,3755,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.0005279804,-0.03525578,0.003014614)","(-0.06365349,1.256009,0.2172346)","(0.1168513,-0.06927121,0.6573657,-0.7412271)","(0.001212448,0.0004099304,0.001290502)",True
5251,5251,2023-03-01T18:51:33.458098,3755,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.0005279804,-0.03525578,0.003014614)","(-0.06365349,1.256009,0.2172346)","(0.1168513,-0.06927121,0.6573657,-0.7412271)","(0.001212448,0.0004099304,0.001290502)",True
5252,5252,2023-03-01T18:51:33.492099,3756,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.0004023257,-0.03420817,0.00292778)","(-0.06329727,1.256085,0.217138)","(0.1171864,-0.06961099,0.6573949,-0.7411165)","(0.001837398,0.00100643,0.001841676)",True
5253,5253,2023-03-01T18:51:33.514098,3757,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(-0.0006454722,-0.03247916,-0.0003377356)","(-0.06318855,1.256106,0.2171328)","(0.1174509,-0.06993122,0.6572942,-0.7411338)","(0.002261977,0.00101991,0.001448415)",True
5254,5254,2023-03-01T18:51:33.547109,3758,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.001044703,-0.03319133,0.001519891)","(-0.06329397,1.256093,0.2170577)","(0.1178489,-0.07027571,0.6572309,-0.7410942)","(0.001287169,0.0006937103,0.0004674332)",True
5255,5255,2023-03-01T18:51:33.547109,3758,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.001044703,-0.03319133,0.001519891)","(-0.06329397,1.256093,0.2170577)","(0.1178489,-0.07027571,0.6572309,-0.7410942)","(0.001287169,0.0006937103,0.0004674332)",True
5256,5256,2023-03-01T18:51:33.570102,3759,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(-0.0001083095,-0.03222958,0.00170473)","(-0.06317548,1.256047,0.2171774)","(0.1180685,-0.07060527,0.6572096,-0.7410468)","(0.002355088,0.0004919966,0.0009013177)",True
5257,5257,2023-03-01T18:51:33.603099,3760,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.001687999,-0.02993172,0.0009392725)","(-0.06339044,1.256066,0.2175812)","(0.1183357,-0.07086423,0.6571334,-0.741047)","(0.002042691,0.0006545466,0.002201164)",True
5258,5258,2023-03-01T18:51:33.603099,3760,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.001687999,-0.02993172,0.0009392725)","(-0.06339044,1.256066,0.2175812)","(0.1183357,-0.07086423,0.6571334,-0.741047)","(0.002042691,0.0006545466,0.002201164)",True
5259,5259,2023-03-01T18:51:33.636101,3761,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(-0.001041126,-0.03155326,-0.00146969)","(-0.0636078,1.25601,0.2177961)","(0.1186286,-0.0712371,0.657033,-0.7410535)","(0.001312061,0.000183169,0.002321436)",True
5260,5260,2023-03-01T18:51:33.659105,3762,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.000921054,-0.03214186,0.001411515)","(-0.06357849,1.256014,0.2177814)","(0.1190092,-0.07158051,0.6570287,-0.7409632)","(0.000893,0.0001541397,0.002041206)",True
