,Unnamed: 0,Timestamp,FrameCount,Manufacturer,Name,SerialNumber,Acceleration,AngularAcceleration,AngularVelocity,Position,Rotation,Velocity,IsTracked
1680,2033,2023-04-06T20:09:39.763312,2156,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(-0.0008885189,0.002244545,-0.0214865)","(0.02064889,0.9605137,0.3445151)","(-0.565872,0.3882877,0.4462697,-0.5743387)","(0.0006837337,-0.0004691765,-0.000868699)",True
1681,2034,2023-04-06T20:09:39.775314,2157,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(-0.0007660793,0.002170712,-0.01936091)","(0.02061757,0.9604919,0.3445126)","(-0.5659018,0.3882494,0.446225,-0.57437)","(7.666917E-05,-0.0008402108,-0.0008319392)",True
1682,2035,2023-04-06T20:09:39.786315,2158,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(-0.00261819,0.0005982109,-0.02144036)","(0.02055023,0.9605171,0.3445883)","(-0.5660592,0.3880888,0.4462343,-0.5743161)","(-9.768685E-05,-0.0006299441,-0.0004815242)",True
1683,2036,2023-04-06T20:09:39.797313,2159,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(-0.001208111,-0.000141402,-0.02048095)","(0.02066613,0.9604998,0.3444686)","(-0.566,0.3880728,0.446135,-0.5744624)","(0.0005743384,-0.000404458,-0.001402281)",True
1684,2037,2023-04-06T20:09:39.808314,2160,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(-0.0005131049,0.001195302,-0.02047517)","(0.02065042,0.9605029,0.3444823)","(-0.5660596,0.3880281,0.4460447,-0.5745042)","(0.0005383569,-0.0003781731,-0.001044218)",True
1685,2038,2023-04-06T20:09:39.819313,2161,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.0004945369,-0.001878907,-0.01957064)","(0.02055672,0.9605256,0.3445279)","(-0.5661221,0.3879228,0.4460545,-0.5745059)","(-3.791874E-05,-0.0002806222,-0.0009835198)",True
1686,2039,2023-04-06T20:09:39.831314,2162,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(-0.001523616,0.0008710398,-0.02042877)","(0.0206762,0.9605119,0.3444348)","(-0.5661597,0.3878968,0.4459033,-0.5746039)","(0.000669682,-0.0003374775,-0.00144737)",True
1687,2040,2023-04-06T20:09:39.853314,2164,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(-0.001037693,0.003151794,-0.0182399)","(0.02058615,0.960528,0.3443865)","(-0.566284,0.3878146,0.4458155,-0.5746049)","(9.74701E-05,-0.0002194969,-0.001796914)",True
1688,2041,2023-04-06T20:09:39.864315,2165,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(-0.0007652531,0.002167313,-0.0193609)","(0.02064436,0.9604208,0.3443297)","(-0.5662695,0.3877576,0.4456961,-0.5747504)","(0.0003297731,-0.001215885,-0.00194365)",True
1689,2042,2023-04-06T20:09:39.875314,2166,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(-0.0003087641,0.000248616,-0.02265722)","(0.02062341,0.9604129,0.3443187)","(-0.5663276,0.3876234,0.4456002,-0.574858)","(0.0002455069,-0.001253135,-0.001989151)",True
1690,2043,2023-04-06T20:09:39.887314,2167,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.00119225,-0.0005489343,-0.01956491)","(0.02063894,0.9604232,0.3445903)","(-0.5663844,0.3875563,0.445647,-0.5748109)","(0.0007624238,-0.001268236,0.0003421378)",True
1691,2044,2023-04-06T20:09:39.897313,2168,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.001146275,-0.0005207711,-0.02063438)","(0.02074655,0.9604405,0.3445126)","(-0.5663771,0.3874907,0.4455117,-0.5749672)","(0.001202074,-0.0007611856,-0.0001214098)",True
1692,2045,2023-04-06T20:09:39.909315,2169,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(-0.001402242,0.00078678,-0.01830748)","(0.02068336,0.9604491,0.3445476)","(-0.5664554,0.3874346,0.4454784,-0.5749537)","(0.0006669411,-0.0007717155,-7.314648E-05)",True
1693,2046,2023-04-06T20:09:39.920313,2170,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.0008653536,0.0004648109,-0.01951361)","(0.02061867,0.9604796,0.3446606)","(-0.5665558,0.387344,0.4454634,-0.5749275)","(0.0005243333,-0.000522633,0.0006552415)",True
1694,2047,2023-04-06T20:09:39.931313,2171,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.0009430535,0.002991935,-0.02477573)","(0.02070279,0.9604505,0.3446227)","(-0.5666041,0.3872612,0.4452313,-0.5751154)","(0.0008674714,-0.0004581218,0.0007300028)",True
1695,2048,2023-04-06T20:09:39.942315,2172,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(-0.001805868,0.00523795,-0.02026864)","(0.02065534,0.9604384,0.3446532)","(-0.5666866,0.3872361,0.4452011,-0.5750743)","(0.0001420179,-0.0007953687,0.0008482614)",True
