,Unnamed: 0,Timestamp,FrameCount,Manufacturer,Name,SerialNumber,Acceleration,AngularAcceleration,AngularVelocity,Position,Rotation,Velocity,IsTracked
3880,3880,2023-03-01T18:51:06.057583,2774,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(-4.953799E-05,-0.03465302,0.0002078105)","(-0.0489151,1.253838,0.1516144)","(-0.2044136,0.2728539,0.6176165,-0.7087424)","(-0.001867813,0.004193097,9.983694E-05)",True
3881,3881,2023-03-01T18:51:06.058569,2774,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(-4.953799E-05,-0.03465302,0.0002078105)","(-0.0489151,1.253838,0.1516144)","(-0.2044136,0.2728539,0.6176165,-0.7087424)","(-0.001867813,0.004193097,9.983694E-05)",True
3882,3882,2023-03-01T18:51:06.079582,2775,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.002154317,-0.03455675,-0.0007819223)","(-0.04903919,1.253844,0.1517476)","(-0.2041104,0.2726421,0.6175595,-0.708961)","(-0.002128196,0.004426501,0.0001974704)",True
3883,3883,2023-03-01T18:51:06.103580,2776,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(-0.001027017,-0.0363956,0.003566832)","(-0.04909903,1.254023,0.1519738)","(-0.2038173,0.2723906,0.6176355,-0.7090756)","(-0.001673835,0.00593862,0.001574381)",True
3884,3884,2023-03-01T18:51:06.135570,2777,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.001664721,-0.03424366,0.001483251)","(-0.04917096,1.253968,0.1520075)","(-0.2035241,0.2722374,0.6175632,-0.7092816)","(-0.002208611,0.005809781,0.001335604)",True
3885,3885,2023-03-01T18:51:06.159580,2778,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.002481117,-0.03407944,0.002153791)","(-0.04917158,1.253909,0.1519712)","(-0.2031784,0.2719522,0.6176723,-0.7093952)","(-0.001852077,0.004953578,0.000696921)",True
3886,3886,2023-03-01T18:51:06.159580,2778,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.002481117,-0.03407944,0.002153791)","(-0.04917158,1.253909,0.1519712)","(-0.2031784,0.2719522,0.6176723,-0.7093952)","(-0.001852077,0.004953578,0.000696921)",True
3887,3887,2023-03-01T18:51:06.191569,2779,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.001896036,-0.03631621,0.001750994)","(-0.04921216,1.253835,0.1520599)","(-0.2028482,0.2717052,0.6176493,-0.7096043)","(-0.001732492,0.004725904,0.000230122)",True
3888,3888,2023-03-01T18:51:06.215571,2780,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.002946677,-0.03450125,-0.00168917)","(-0.04930336,1.253784,0.1521799)","(-0.2025974,0.2714697,0.6175387,-0.7098623)","(-0.00164714,0.004334711,0.0004419831)",True
3889,3889,2023-03-01T18:51:06.248577,2781,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.001037458,-0.03538363,0.0008854964)","(-0.04950379,1.253754,0.1523719)","(-0.2023061,0.2712031,0.6175696,-0.7100204)","(-0.002396644,0.00491224,0.0006965575)",True
3890,3890,2023-03-01T18:51:06.248577,2781,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.001037458,-0.03538363,0.0008854964)","(-0.04950379,1.253754,0.1523719)","(-0.2023061,0.2712031,0.6175696,-0.7100204)","(-0.002396644,0.00491224,0.0006965575)",True
3891,3891,2023-03-01T18:51:06.269569,2782,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.003724719,-0.0332192,-0.001218066)","(-0.04959152,1.253905,0.152622)","(-0.2020362,0.2710954,0.6174591,-0.7102345)","(-0.002312303,0.005699905,0.001656312)",True
3892,3892,2023-03-01T18:51:06.295570,2783,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.002369816,-0.03312328,0.0004267982)","(-0.04975184,1.253841,0.1526681)","(-0.201766,0.2708124,0.6175921,-0.7103037)","(-0.00340943,0.00506665,0.001244182)",True
3893,3893,2023-03-01T18:51:06.325569,2784,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.001016106,-0.03425608,0.0007044866)","(-0.0498448,1.253744,0.1526443)","(-0.2014497,0.2705952,0.6175634,-0.7105011)","(-0.004189898,0.004698351,0.0005036609)",True
3894,3894,2023-03-01T18:51:06.325569,2784,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.001016106,-0.03425608,0.0007044866)","(-0.0498448,1.253744,0.1526443)","(-0.2014497,0.2705952,0.6175634,-0.7105011)","(-0.004189898,0.004698351,0.0005036609)",True
3895,3895,2023-03-01T18:51:06.359571,2785,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.005816126,-0.03344502,0.003169582)","(-0.04994161,1.253706,0.1526725)","(-0.2010779,0.2704813,0.6175287,-0.7106799)","(-0.004939447,0.004807912,-0.0003313293)",True
3896,3896,2023-03-01T18:51:06.359571,2785,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.005816126,-0.03344502,0.003169582)","(-0.04994161,1.253706,0.1526725)","(-0.2010779,0.2704813,0.6175287,-0.7106799)","(-0.004939447,0.004807912,-0.0003313293)",True
3897,3897,2023-03-01T18:51:06.381569,2786,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.003020506,-0.0332932,-0.00195052)","(-0.05000142,1.253565,0.1527249)","(-0.2008496,0.2702703,0.6174005,-0.7109361)","(-0.004919848,0.00318044,-0.000555246)",True
3898,3898,2023-03-01T18:51:06.404570,2787,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.003200682,-0.03304483,-0.000490522)","(-0.05019047,1.253703,0.152909)","(-0.2005859,0.2701527,0.6173549,-0.7110947)","(-0.005263917,0.004742362,0.0003658408)",True
3899,3899,2023-03-01T18:51:06.437582,2788,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.004230143,-0.0313619,0.00297062)","(-0.05030468,1.253695,0.1531952)","(-0.2003387,0.2700116,0.617366,-0.7112085)","(-0.004871207,0.005321749,0.001518255)",True
3900,3900,2023-03-01T18:51:06.438571,2788,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.004230143,-0.0313619,0.00297062)","(-0.05030468,1.253695,0.1531952)","(-0.2003387,0.2700116,0.617366,-0.7112085)","(-0.004871207,0.005321749,0.001518255)",True
3901,3901,2023-03-01T18:51:06.459571,2789,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.004361121,-0.02742319,8.976445E-05)","(-0.05040082,1.253699,0.1530866)","(-0.2001202,0.2697974,0.6173856,-0.7113343)","(-0.00551727,0.005335833,0.0001837123)",True
3902,3902,2023-03-01T18:51:06.482570,2790,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.000213816,-0.03090642,0.0009925228)","(-0.05035577,1.253547,0.1531446)","(-0.1999008,0.2695423,0.6173931,-0.7114861)","(-0.005150015,0.003675811,8.420866E-05)",True
3903,3903,2023-03-01T18:51:06.515576,2791,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.001168981,-0.03175034,0.001776905)","(-0.05045694,1.253394,0.1533847)","(-0.199595,0.2694089,0.6173683,-0.711644)","(-0.005036582,0.002879561,0.0006205016)",True
3904,3904,2023-03-01T18:51:06.540580,2792,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.001363622,-0.03508558,0.0006963059)","(-0.05066248,1.253513,0.1536091)","(-0.1992829,0.2691789,0.6173097,-0.7118692)","(-0.005294215,0.004083334,0.001324705)",True
3905,3905,2023-03-01T18:51:06.540580,2792,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.001363622,-0.03508558,0.0006963059)","(-0.05066248,1.253513,0.1536091)","(-0.1992829,0.2691789,0.6173097,-0.7118692)","(-0.005294215,0.004083334,0.001324705)",True
3906,3906,2023-03-01T18:51:06.571576,2793,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.001615497,-0.03216622,-0.002070396)","(-0.05067846,1.253664,0.1536261)","(-0.1990728,0.269041,0.6171913,-0.7120828)","(-0.005489217,0.00582251,0.000788432)",True
3907,3907,2023-03-01T18:51:06.604580,2794,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.00308925,-0.02969419,-0.001069976)","(-0.05073771,1.253583,0.153782)","(-0.1987891,0.2689224,0.6171395,-0.7122517)","(-0.005182076,0.005349445,0.001190877)",True
3908,3908,2023-03-01T18:51:06.605576,2794,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.00308925,-0.02969419,-0.001069976)","(-0.05073771,1.253583,0.153782)","(-0.1987891,0.2689224,0.6171395,-0.7122517)","(-0.005182076,0.005349445,0.001190877)",True
3909,3909,2023-03-01T18:51:06.627580,2795,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.003698257,-0.03599805,-0.000205169)","(-0.05088437,1.253555,0.1536903)","(-0.1983561,0.2685128,0.6172614,-0.7124213)","(-0.006095105,0.004841009,-1.663828E-05)",True
3910,3910,2023-03-01T18:51:06.650570,2796,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.003690343,-0.03363634,0.0009608514)","(-0.0509069,1.253431,0.153713)","(-0.1981421,0.2684631,0.6171799,-0.7125702)","(-0.006044215,0.003654,-0.0003425885)",True
3911,3911,2023-03-01T18:51:06.683580,2797,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.003158714,-0.03460945,0.001913447)","(-0.05097549,1.253368,0.1538297)","(-0.1978197,0.2682405,0.6171623,-0.7127588)","(-0.006374086,0.003183114,-0.0004214609)",True
3912,3912,2023-03-01T18:51:06.683580,2797,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.003158714,-0.03460945,0.001913447)","(-0.05097549,1.253368,0.1538297)","(-0.1978197,0.2682405,0.6171623,-0.7127588)","(-0.006374086,0.003183114,-0.0004214609)",True
3913,3913,2023-03-01T18:51:06.707569,2798,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.002786042,-0.0339599,-0.001220866)","(-0.05109674,1.253482,0.1542147)","(-0.1975397,0.268058,0.6170418,-0.7130095)","(-0.005575192,0.004199003,0.001616935)",True
3914,3914,2023-03-01T18:51:06.738580,2799,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.002520737,-0.03575573,0.001351143)","(-0.0511196,1.253425,0.1542125)","(-0.1972153,0.2678792,0.617008,-0.7131957)","(-0.005461753,0.004429827,0.0007687535)",True
3915,3915,2023-03-01T18:51:06.739570,2799,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.002520737,-0.03575573,0.001351143)","(-0.0511196,1.253425,0.1542125)","(-0.1972153,0.2678792,0.617008,-0.7131957)","(-0.005461753,0.004429827,0.0007687535)",True
3916,3916,2023-03-01T18:51:06.761569,2800,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.0005086318,-0.03421859,-0.001731828)","(-0.05114499,1.25341,0.1539718)","(-0.1969752,0.2675278,0.617043,-0.7133636)","(-0.005935594,0.003895616,-0.0009822102)",True
3917,3917,2023-03-01T18:51:06.794570,2801,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.004612881,-0.03459811,0.0001632617)","(-0.05125706,1.253299,0.1541388)","(-0.1966492,0.2674424,0.6169777,-0.713542)","(-0.006690452,0.003569425,-0.0009637258)",True
3918,3918,2023-03-01T18:51:06.816570,2802,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.003006457,-0.03130746,0.001352247)","(-0.05124123,1.253269,0.1541606)","(-0.196444,0.2672988,0.6169066,-0.7137138)","(-0.00615021,0.003434711,-0.001306694)",True
3919,3919,2023-03-01T18:51:06.839569,2803,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.005517125,-0.03435026,0.0007532007)","(-0.05138347,1.253392,0.1544539)","(-0.1961049,0.2671516,0.6168001,-0.7139542)","(-0.005911876,0.004832549,-0.0003088445)",True
3920,3920,2023-03-01T18:51:06.839569,2803,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.005517125,-0.03435026,0.0007532007)","(-0.05138347,1.253392,0.1544539)","(-0.1961049,0.2671516,0.6168001,-0.7139542)","(-0.005911876,0.004832549,-0.0003088445)",True
3921,3921,2023-03-01T18:51:06.873573,2804,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.003143125,-0.03355624,0.0001032582)","(-0.05137839,1.253382,0.154461)","(-0.1958648,0.2669686,0.6166934,-0.7141807)","(-0.006410887,0.005079785,-0.0005982746)",True
3922,3922,2023-03-01T18:51:06.898576,2805,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.004285048,-0.03653356,0.001185834)","(-0.05141676,1.253324,0.1541666)","(-0.195445,0.2665804,0.6168053,-0.7143441)","(-0.006961952,0.004130538,-0.002241565)",True
3923,3923,2023-03-01T18:51:06.899570,2805,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.004285048,-0.03653356,0.001185834)","(-0.05141676,1.253324,0.1541666)","(-0.195445,0.2665804,0.6168053,-0.7143441)","(-0.006961952,0.004130538,-0.002241565)",True
3924,3924,2023-03-01T18:51:06.928571,2806,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.00710858,-0.03413761,0.0004764244)","(-0.05141769,1.253295,0.1543402)","(-0.1951573,0.2664801,0.6165965,-0.7146403)","(-0.006996312,0.004511888,-0.001948811)",True
3925,3925,2023-03-01T18:51:06.962574,2807,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.003537144,-0.03427885,0.001622426)","(-0.05137892,1.253262,0.1544392)","(-0.1949526,0.2663648,0.6164224,-0.7148893)","(-0.00712142,0.004612847,-0.001808788)",True
3926,3926,2023-03-01T18:51:06.962574,2807,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.003537144,-0.03427885,0.001622426)","(-0.05137892,1.253262,0.1544392)","(-0.1949526,0.2663648,0.6164224,-0.7148893)","(-0.00712142,0.004612847,-0.001808788)",True
3927,3927,2023-03-01T18:51:06.984569,2808,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.001702706,-0.03373456,-0.001362176)","(-0.05149679,1.253125,0.1546209)","(-0.1947213,0.2663276,0.616107,-0.715238)","(-0.007433932,0.003503613,-0.001805711)",True
3928,3928,2023-03-01T18:51:07.018571,2809,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.001626858,-0.03653311,0.001322972)","(-0.05153296,1.253098,0.1547891)","(-0.1944055,0.2662927,0.6158482,-0.7155598)","(-0.00775277,0.004137508,-0.001685224)",True
3929,3929,2023-03-01T18:51:07.018571,2809,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.001626858,-0.03653311,0.001322972)","(-0.05153296,1.253098,0.1547891)","(-0.1944055,0.2662927,0.6158482,-0.7155598)","(-0.00775277,0.004137508,-0.001685224)",True
3930,3930,2023-03-01T18:51:07.040575,2810,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.002236096,-0.03426162,0.001676796)","(-0.05184973,1.253264,0.1546759)","(-0.1940953,0.2660105,0.6159347,-0.7156745)","(-0.009910157,0.005096646,-0.003208296)",True
3931,3931,2023-03-01T18:51:07.073581,2811,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.004199394,-0.03441996,-0.000818126)","(-0.05172757,1.253272,0.1545025)","(-0.1937623,0.2656451,0.6160345,-0.7158145)","(-0.009116866,0.004949161,-0.003619366)",True
3932,3932,2023-03-01T18:51:07.099569,2812,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.001330853,-0.03572565,-0.0002949797)","(-0.05175682,1.253255,0.1539594)","(-0.193434,0.265245,0.6161394,-0.7159614)","(-0.009889803,0.00441062,-0.006433148)",True
3933,3933,2023-03-01T18:51:07.100569,2812,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.001330853,-0.03572565,-0.0002949797)","(-0.05175682,1.253255,0.1539594)","(-0.193434,0.265245,0.6161394,-0.7159614)","(-0.009889803,0.00441062,-0.006433148)",True
3934,3934,2023-03-01T18:51:07.130570,2813,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.001638637,-0.03527129,0.002668205)","(-0.05148667,1.253214,0.1540067)","(-0.1931918,0.2648989,0.6163245,-0.7159956)","(-0.008448965,0.004272062,-0.005484571)",True
3935,3935,2023-03-01T18:51:07.151577,2814,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.003037693,-0.0364304,0.00114534)","(-0.05119927,1.253266,0.153944)","(-0.1928737,0.264486,0.6164532,-0.7161232)","(-0.007309888,0.003899642,-0.004583409)",True
3936,3936,2023-03-01T18:51:07.176571,2815,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.00211969,-0.03789612,-0.0008173615)","(-0.05114891,1.25344,0.1541434)","(-0.1925836,0.2640805,0.6165816,-0.7162403)","(-0.006366374,0.005057003,-0.002855086)",True
3937,3937,2023-03-01T18:51:07.209570,2816,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.004841298,-0.0355615,-0.001493255)","(-0.05088679,1.253458,0.1540337)","(-0.1921978,0.2636594,0.6167359,-0.7163662)","(-0.005442862,0.004849232,-0.002480244)",True
3938,3938,2023-03-01T18:51:07.209570,2816,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.004841298,-0.0355615,-0.001493255)","(-0.05088679,1.253458,0.1540337)","(-0.1921978,0.2636594,0.6167359,-0.7163662)","(-0.005442862,0.004849232,-0.002480244)",True
3939,3939,2023-03-01T18:51:07.241569,2817,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.003142692,-0.03593922,-0.00278262)","(-0.05087564,1.253504,0.1539088)","(-0.1919017,0.2631431,0.6168599,-0.7165287)","(-0.006585675,0.005313796,-0.003620796)",True
3940,3940,2023-03-01T18:51:07.241569,2817,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.003142692,-0.03593922,-0.00278262)","(-0.05087564,1.253504,0.1539088)","(-0.1919017,0.2631431,0.6168599,-0.7165287)","(-0.006585675,0.005313796,-0.003620796)",True
3941,3941,2023-03-01T18:51:07.263569,2818,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.002512341,-0.03229398,0.0005656391)","(-0.05087351,1.25355,0.1534966)","(-0.1916543,0.2628588,0.6169689,-0.7166054)","(-0.007071924,0.005307741,-0.005517361)",True
3942,3942,2023-03-01T18:51:07.297569,2819,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.002133798,-0.03541265,0.001853724)","(-0.05065773,1.25351,0.1536409)","(-0.1913366,0.2623354,0.6172104,-0.7166741)","(-0.005877087,0.005090567,-0.004035617)",True
3943,3943,2023-03-01T18:51:07.297569,2819,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.002133798,-0.03541265,0.001853724)","(-0.05065773,1.25351,0.1536409)","(-0.1913366,0.2623354,0.6172104,-0.7166741)","(-0.005877087,0.005090567,-0.004035617)",True
3944,3944,2023-03-01T18:51:07.321569,2820,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.005414597,-0.03832998,0.001892094)","(-0.05043468,1.253518,0.1534619)","(-0.190852,0.261879,0.6173795,-0.7168246)","(-0.004757744,0.004419399,-0.004218265)",True
3945,3945,2023-03-01T18:51:07.353581,2821,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.00348435,-0.0366072,0.0003351728)","(-0.0502877,1.253489,0.1533957)","(-0.1906161,0.261397,0.6175594,-0.7169084)","(-0.004935093,0.003948315,-0.004396709)",True
3946,3946,2023-03-01T18:51:07.377571,2822,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.002207252,-0.03714686,-4.783967E-05)","(-0.04963956,1.254057,0.1519355)","(-0.189968,0.2593973,0.6193705,-0.716244)","(-0.00374784,0.005932544,-0.008678351)",True
3947,3947,2023-03-01T18:51:07.378578,2822,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.002207252,-0.03714686,-4.783967E-05)","(-0.04963956,1.254057,0.1519355)","(-0.189968,0.2593973,0.6193705,-0.716244)","(-0.00374784,0.005932544,-0.008678351)",True
3948,3948,2023-03-01T18:51:07.409582,2823,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.00339282,-0.03605132,0.001271544)","(-0.04869032,1.254385,0.1512481)","(-0.1895026,0.2576986,0.6208811,-0.7156724)","(0.001130236,0.007033749,-0.007685888)",True
3949,3949,2023-03-01T18:51:07.442569,2824,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.0008426547,-0.0376204,0.00114949)","(-0.0480948,1.254398,0.1509863)","(-0.1891091,0.2561404,0.6221631,-0.7152224)","(0.004106116,0.005214168,-0.005437869)",True
3950,3950,2023-03-01T18:51:07.443570,2824,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.0008426547,-0.0376204,0.00114949)","(-0.0480948,1.254398,0.1509863)","(-0.1891091,0.2561404,0.6221631,-0.7152224)","(0.004106116,0.005214168,-0.005437869)",True
3951,3951,2023-03-01T18:51:07.464570,2825,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.001816945,-0.03456119,-0.0009575612)","(-0.04800342,1.254593,0.150842)","(-0.1888034,0.2558462,0.6222179,-0.7153607)","(0.003703603,0.006105699,-0.00523008)",True
3952,3952,2023-03-01T18:51:07.487569,2826,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(-0.0005965505,-0.03876975,0.003119116)","(-0.0473861,1.254638,0.1506319)","(-0.1883747,0.2545043,0.6233507,-0.7149661)","(0.00639338,0.004854903,-0.003856802)",True
