,Unnamed: 0,Timestamp,FrameCount,Manufacturer,Name,SerialNumber,Acceleration,AngularAcceleration,AngularVelocity,Position,Rotation,Velocity,IsTracked
5820,5820,2023-03-01T18:51:44.861700,4163,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(1.788138E-06,-0.03441284,0.001267026)","(-0.05316661,1.257127,0.2427738)","(0.2482433,-0.2091794,0.626854,-0.708289)","(0.00598565,0.001077689,-0.000835721)",True
5821,5821,2023-03-01T18:51:44.861700,4163,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(1.788138E-06,-0.03441284,0.001267026)","(-0.05316661,1.257127,0.2427738)","(0.2482433,-0.2091794,0.626854,-0.708289)","(0.00598565,0.001077689,-0.000835721)",True
5822,5822,2023-03-01T18:51:44.884701,4164,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.001144419,-0.03643466,0.0007377463)","(-0.0529759,1.257143,0.2427679)","(0.2486046,-0.209545,0.6267315,-0.7081627)","(0.006473588,0.0008560434,-0.0005748813)",True
5823,5823,2023-03-01T18:51:44.917707,4165,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.00122659,-0.03849427,0.002339215)","(-0.05299897,1.257113,0.2429378)","(0.2489542,-0.2100062,0.6266294,-0.7079936)","(0.006304126,0.0006335314,-0.0002188608)",True
5824,5824,2023-03-01T18:51:44.918752,4165,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.00122659,-0.03849427,0.002339215)","(-0.05299897,1.257113,0.2429378)","(0.2489542,-0.2100062,0.6266294,-0.7079936)","(0.006304126,0.0006335314,-0.0002188608)",True
5825,5825,2023-03-01T18:51:44.941701,4166,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.0009376192,-0.03638818,0.002224159)","(-0.05295982,1.257062,0.2428353)","(0.2492959,-0.2103014,0.6265069,-0.7078941)","(0.005762072,0.0001243255,-0.001002554)",True
5826,5826,2023-03-01T18:51:44.972700,4167,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.002753685,-0.03392453,0.003155668)","(-0.05289949,1.257052,0.2428526)","(0.2496094,-0.2105716,0.6264406,-0.7077619)","(0.005748616,0.0001618697,-0.001144604)",True
5827,5827,2023-03-01T18:51:44.997700,4168,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.004868046,-0.03356885,0.004196001)","(-0.05298425,1.256948,0.2429706)","(0.2499631,-0.2108763,0.6263621,-0.7076159)","(0.005063088,-0.0003685917,-0.001051577)",True
5828,5828,2023-03-01T18:51:45.029718,4169,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.0009992284,-0.03538407,0.0006741612)","(-0.05304774,1.256987,0.2431463)","(0.2502683,-0.211298,0.6261519,-0.7075682)","(0.004842349,-0.0001889006,-0.0002461915)",True
5829,5829,2023-03-01T18:51:45.029718,4169,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.0009992284,-0.03538407,0.0006741612)","(-0.05304774,1.256987,0.2431463)","(0.2502683,-0.211298,0.6261519,-0.7075682)","(0.004842349,-0.0001889006,-0.0002461915)",True
5830,5830,2023-03-01T18:51:45.053714,4170,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.0007947618,-0.03533339,0.002166433)","(-0.05287297,1.256975,0.2431248)","(0.2505752,-0.2116462,0.6260674,-0.7074304)","(0.005590225,-0.0003123283,-0.0004919543)",True
5831,5831,2023-03-01T18:51:45.084699,4171,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.00178102,-0.03630419,0.001573447)","(-0.05281041,1.257065,0.2432542)","(0.2509127,-0.2120171,0.6259534,-0.7073004)","(0.006166254,0.0003426413,-0.0004635062)",True
5832,5832,2023-03-01T18:51:45.085700,4171,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.00178102,-0.03630419,0.001573447)","(-0.05281041,1.257065,0.2432542)","(0.2509127,-0.2120171,0.6259534,-0.7073004)","(0.006166254,0.0003426413,-0.0004635062)",True
5833,5833,2023-03-01T18:51:45.118700,4172,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.002322994,-0.0341189,0.0008030999)","(-0.05327961,1.257032,0.243628)","(0.2513022,-0.2124019,0.6257834,-0.7071971)","(0.004523839,0.0001097589,-0.0003776022)",True
5834,5834,2023-03-01T18:51:45.118700,4172,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.002322994,-0.0341189,0.0008030999)","(-0.05327961,1.257032,0.243628)","(0.2513022,-0.2124019,0.6257834,-0.7071971)","(0.004523839,0.0001097589,-0.0003776022)",True
5835,5835,2023-03-01T18:51:45.141714,4173,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.001387871,-0.03620739,0.004552808)","(-0.05296575,1.2571,0.2434549)","(0.2516561,-0.2128019,0.6257262,-0.7070017)","(0.005337471,0.000437548,-0.0008624803)",True
