imu,server_time,arduino_time,ax,ay,az,gx,gy,gz,mx,my,mz
0,2023-03-09T13:51:17.712377,1977070,259,30,1661,-1039,-575,-323,172,128,-110
0,2023-03-09T13:51:17.716893,1977075,258,33,1665,-1045,-580,-323,172,128,-110
0,2023-03-09T13:51:17.721566,1977080,258,33,1665,-1045,-580,-323,172,128,-110
0,2023-03-09T13:51:17.726663,1977084,258,33,1665,-1045,-580,-323,172,128,-110
0,2023-03-09T13:51:17.731247,1977090,258,33,1665,-1045,-580,-323,172,128,-110
0,2023-03-09T13:51:17.735723,1977094,259,30,1664,-1041,-570,-325,172,128,-110
0,2023-03-09T13:51:17.740480,1977099,259,30,1664,-1041,-570,-325,172,128,-110
0,2023-03-09T13:51:17.745397,1977104,259,30,1664,-1041,-570,-325,172,128,-110
0,2023-03-09T13:51:17.749595,1977108,259,30,1664,-1041,-570,-325,172,128,-110
0,2023-03-09T13:51:17.754134,1977112,261,31,1664,-1043,-575,-322,171,133,-103
0,2023-03-09T13:51:17.759592,1977118,261,31,1664,-1043,-575,-322,171,133,-103
0,2023-03-09T13:51:17.764480,1977122,261,31,1664,-1043,-575,-322,171,133,-103
0,2023-03-09T13:51:17.768885,1977127,261,31,1664,-1043,-575,-322,171,133,-103
0,2023-03-09T13:51:17.773293,1977132,261,31,1664,-1043,-575,-322,171,133,-103
0,2023-03-09T13:51:17.777784,1977136,262,31,1658,-1036,-573,-330,171,133,-103
0,2023-03-09T13:51:17.782824,1977141,262,31,1658,-1036,-573,-330,171,133,-103
0,2023-03-09T13:51:17.787769,1977146,262,31,1658,-1036,-573,-330,171,133,-103
0,2023-03-09T13:51:17.792131,1977150,262,31,1658,-1036,-573,-330,171,133,-103
0,2023-03-09T13:51:17.796844,1977155,262,31,1660,-1044,-575,-325,171,133,-103
0,2023-03-09T13:51:17.802672,1977160,262,31,1660,-1044,-575,-325,171,133,-103
0,2023-03-09T13:51:17.807928,1977166,262,31,1660,-1044,-575,-325,171,133,-103
0,2023-03-09T13:51:17.812452,1977170,262,31,1660,-1044,-575,-325,171,133,-103
0,2023-03-09T13:51:17.816718,1977175,263,34,1664,-1041,-577,-323,171,133,-103
0,2023-03-09T13:51:17.821749,1977180,263,34,1664,-1041,-577,-323,171,133,-103
0,2023-03-09T13:51:17.826690,1977185,263,34,1664,-1041,-577,-323,171,133,-103
0,2023-03-09T13:51:17.831356,1977190,263,34,1664,-1041,-577,-323,171,133,-103
0,2023-03-09T13:51:17.836582,1977195,261,30,1661,-1038,-567,-333,171,133,-103
0,2023-03-09T13:51:17.841478,1977200,261,30,1661,-1038,-567,-333,171,133,-103
0,2023-03-09T13:51:17.846691,1977205,261,30,1661,-1038,-567,-333,171,133,-103
0,2023-03-09T13:51:17.851430,1977209,261,30,1661,-1038,-567,-333,171,133,-103
0,2023-03-09T13:51:17.856510,1977214,264,33,1659,-1033,-569,-321,171,133,-103
0,2023-03-09T13:51:17.861436,1977220,264,33,1659,-1033,-569,-321,171,133,-103
0,2023-03-09T13:51:17.865793,1977224,264,33,1659,-1033,-569,-321,171,133,-103
0,2023-03-09T13:51:17.870168,1977229,264,33,1659,-1033,-569,-321,171,133,-103
0,2023-03-09T13:51:17.874619,1977233,260,32,1660,-1036,-570,-323,167,127,-103
0,2023-03-09T13:51:17.879149,1977237,260,32,1660,-1036,-570,-323,167,127,-103
0,2023-03-09T13:51:17.883972,1977242,260,32,1660,-1036,-570,-323,167,127,-103
0,2023-03-09T13:51:17.888123,1977246,260,32,1660,-1036,-570,-323,167,127,-103
0,2023-03-09T13:51:17.892493,1977251,260,32,1660,-1036,-570,-323,167,127,-103
0,2023-03-09T13:51:17.896889,1977255,260,32,1661,-1039,-576,-332,167,127,-103
0,2023-03-09T13:51:17.901743,1977261,260,32,1661,-1039,-576,-332,167,127,-103
0,2023-03-09T13:51:17.906647,1977265,260,32,1661,-1039,-576,-332,167,127,-103
0,2023-03-09T13:51:17.911241,1977269,260,32,1661,-1039,-576,-332,167,127,-103
0,2023-03-09T13:51:17.916309,1977275,262,32,1662,-1036,-576,-320,167,127,-103
0,2023-03-09T13:51:17.921386,1977280,262,32,1662,-1036,-576,-320,167,127,-103
0,2023-03-09T13:51:17.926418,1977284,262,32,1662,-1036,-576,-320,167,127,-103
0,2023-03-09T13:51:17.930870,1977289,262,32,1662,-1036,-576,-320,167,127,-103
0,2023-03-09T13:51:17.935410,1977293,262,36,1663,-1049,-577,-322,167,127,-103
0,2023-03-09T13:51:17.940557,1977298,262,36,1663,-1049,-577,-322,167,127,-103
0,2023-03-09T13:51:17.945734,1977304,262,36,1663,-1049,-577,-322,167,127,-103
0,2023-03-09T13:51:17.950393,1977309,262,36,1663,-1049,-577,-322,167,127,-103
0,2023-03-09T13:51:17.954685,1977313,261,32,1666,-1047,-570,-323,167,127,-103
0,2023-03-09T13:51:17.959621,1977318,261,32,1666,-1047,-570,-323,167,127,-103
0,2023-03-09T13:51:17.964298,1977323,261,32,1666,-1047,-570,-323,167,127,-103
0,2023-03-09T13:51:17.969025,1977327,261,32,1666,-1047,-570,-323,167,127,-103
0,2023-03-09T13:51:17.973644,1977332,261,32,1666,-1047,-570,-323,167,127,-103
0,2023-03-09T13:51:17.978674,1977337,262,30,1660,-1031,-565,-324,167,127,-103
0,2023-03-09T13:51:17.984178,1977342,262,30,1660,-1031,-565,-324,167,127,-103
0,2023-03-09T13:51:17.988740,1977347,262,30,1660,-1031,-565,-324,167,127,-103
0,2023-03-09T13:51:17.993179,1977352,262,30,1660,-1031,-565,-324,167,127,-103
0,2023-03-09T13:51:17.997797,1977356,264,31,1657,-1028,-564,-328,167,127,-103
0,2023-03-09T13:51:18.002809,1977361,264,31,1657,-1028,-564,-328,167,127,-103
0,2023-03-09T13:51:18.007122,1977366,264,31,1657,-1028,-564,-328,167,127,-103
0,2023-03-09T13:51:18.011614,1977370,264,31,1657,-1028,-564,-328,167,127,-103
0,2023-03-09T13:51:18.016802,1977375,260,33,1669,-1037,-576,-327,172,134,-110
