imu,server_time,arduino_time,ax,ay,az,gx,gy,gz,mx,my,mz
0,2023-03-09T13:52:52.107844,2071472,-416,616,1529,-642,-427,-921,78,166,-84
0,2023-03-09T13:52:52.112661,2071476,-416,616,1529,-642,-427,-921,78,166,-84
0,2023-03-09T13:52:52.117904,2071481,-415,622,1521,-641,-434,-929,78,166,-84
0,2023-03-09T13:52:52.122748,2071486,-415,622,1521,-641,-434,-929,78,166,-84
0,2023-03-09T13:52:52.127138,2071490,-415,622,1521,-641,-434,-929,78,166,-84
0,2023-03-09T13:52:52.131614,2071495,-415,622,1521,-641,-434,-929,78,166,-84
0,2023-03-09T13:52:52.136047,2071499,-417,617,1526,-618,-431,-929,78,166,-84
0,2023-03-09T13:52:52.141316,2071505,-417,617,1526,-618,-431,-929,78,166,-84
0,2023-03-09T13:52:52.145770,2071510,-417,617,1526,-618,-431,-929,78,166,-84
0,2023-03-09T13:52:52.151084,2071515,-417,617,1526,-618,-431,-929,78,166,-84
0,2023-03-09T13:52:52.155740,2071519,-420,620,1525,-620,-422,-920,78,166,-84
0,2023-03-09T13:52:52.160830,2071524,-420,620,1525,-620,-422,-920,78,166,-84
0,2023-03-09T13:52:52.165403,2071529,-420,620,1525,-620,-422,-920,78,166,-84
0,2023-03-09T13:52:52.169969,2071533,-420,620,1525,-620,-422,-920,78,166,-84
0,2023-03-09T13:52:52.174299,2071538,-420,620,1525,-620,-422,-920,78,166,-84
0,2023-03-09T13:52:52.179362,2071543,-423,625,1526,-629,-426,-907,78,166,-84
0,2023-03-09T13:52:52.184256,2071547,-423,625,1526,-629,-426,-907,78,166,-84
0,2023-03-09T13:52:52.188584,2071553,-423,625,1526,-629,-426,-907,78,166,-84
0,2023-03-09T13:52:52.193019,2071557,-423,625,1526,-629,-426,-907,78,166,-84
0,2023-03-09T13:52:52.198014,2071562,-425,621,1531,-628,-432,-928,78,164,-82
0,2023-03-09T13:52:52.202959,2071567,-425,621,1531,-628,-432,-928,78,164,-82
0,2023-03-09T13:52:52.207403,2071571,-425,621,1531,-628,-432,-928,78,164,-82
0,2023-03-09T13:52:52.211742,2071575,-425,621,1531,-628,-432,-928,78,164,-82
0,2023-03-09T13:52:52.216160,2071580,-417,623,1524,-628,-438,-937,78,164,-82
0,2023-03-09T13:52:52.221156,2071584,-417,623,1524,-628,-438,-937,78,164,-82
0,2023-03-09T13:52:52.225745,2071589,-417,623,1524,-628,-438,-937,78,164,-82
0,2023-03-09T13:52:52.230559,2071595,-417,623,1524,-628,-438,-937,78,164,-82
0,2023-03-09T13:52:52.234905,2071599,-417,623,1524,-628,-438,-937,78,164,-82
0,2023-03-09T13:52:52.239804,2071604,-420,622,1516,-624,-438,-935,78,164,-82
0,2023-03-09T13:52:52.244783,2071609,-420,622,1516,-624,-438,-935,78,164,-82
0,2023-03-09T13:52:52.249521,2071613,-420,622,1516,-624,-438,-935,78,164,-82
0,2023-03-09T13:52:52.254028,2071617,-420,622,1516,-624,-438,-935,78,164,-82
0,2023-03-09T13:52:52.259240,2071622,-426,627,1519,-613,-445,-949,78,164,-82
0,2023-03-09T13:52:52.264371,2071628,-426,627,1519,-613,-445,-949,78,164,-82
0,2023-03-09T13:52:52.268877,2071632,-426,627,1519,-613,-445,-949,78,164,-82
0,2023-03-09T13:52:52.273309,2071636,-426,627,1519,-613,-445,-949,78,164,-82
0,2023-03-09T13:52:52.278142,2071642,-427,629,1521,-606,-442,-977,78,164,-82
0,2023-03-09T13:52:52.283144,2071647,-427,629,1521,-606,-442,-977,78,164,-82
0,2023-03-09T13:52:52.287597,2071651,-427,629,1521,-606,-442,-977,78,164,-82
0,2023-03-09T13:52:52.292065,2071656,-427,629,1521,-606,-442,-977,78,164,-82
0,2023-03-09T13:52:52.296582,2071660,-431,628,1517,-601,-450,-982,78,164,-82
0,2023-03-09T13:52:52.301536,2071665,-431,628,1517,-601,-450,-982,78,164,-82
0,2023-03-09T13:52:52.306112,2071669,-431,628,1517,-601,-450,-982,78,164,-82
0,2023-03-09T13:52:52.311236,2071674,-431,628,1517,-601,-450,-982,78,164,-82
0,2023-03-09T13:52:52.315346,2071678,-429,628,1513,-619,-452,-971,78,164,-82
0,2023-03-09T13:52:52.320536,2071684,-429,628,1513,-619,-452,-971,78,164,-82
0,2023-03-09T13:52:52.325217,2071689,-429,628,1513,-619,-452,-971,78,164,-82
0,2023-03-09T13:52:52.330469,2071694,-429,628,1513,-619,-452,-971,78,164,-82
0,2023-03-09T13:52:52.334929,2071699,-429,628,1513,-619,-452,-971,78,164,-82
0,2023-03-09T13:52:52.340002,2071703,-433,630,1517,-612,-454,-973,81,171,-85
0,2023-03-09T13:52:52.345289,2071709,-433,630,1517,-612,-454,-973,81,171,-85
0,2023-03-09T13:52:52.349807,2071713,-433,630,1517,-612,-454,-973,81,171,-85
0,2023-03-09T13:52:52.354190,2071717,-433,630,1517,-612,-454,-973,81,171,-85
0,2023-03-09T13:52:52.359291,2071723,-430,628,1515,-614,-455,-955,81,171,-85
0,2023-03-09T13:52:52.364184,2071728,-430,628,1515,-614,-455,-955,81,171,-85
0,2023-03-09T13:52:52.368675,2071732,-430,628,1515,-614,-455,-955,81,171,-85
0,2023-03-09T13:52:52.373297,2071737,-430,628,1515,-614,-455,-955,81,171,-85
0,2023-03-09T13:52:52.378336,2071742,-435,634,1520,-627,-445,-936,81,171,-85
0,2023-03-09T13:52:52.382954,2071747,-435,634,1520,-627,-445,-936,81,171,-85
0,2023-03-09T13:52:52.387414,2071751,-435,634,1520,-627,-445,-936,81,171,-85
0,2023-03-09T13:52:52.391652,2071755,-435,634,1520,-627,-445,-936,81,171,-85
