imu,server_time,arduino_time,ax,ay,az,gx,gy,gz,mx,my,mz
0,2023-03-09T13:53:39.437960,2118804,-315,527,1574,-1048,-576,-327,67,171,-97
0,2023-03-09T13:53:39.442557,2118809,-315,527,1574,-1048,-576,-327,67,171,-97
0,2023-03-09T13:53:39.446842,2118813,-315,527,1574,-1048,-576,-327,67,171,-97
0,2023-03-09T13:53:39.451197,2118817,-315,527,1574,-1048,-576,-327,67,171,-97
0,2023-03-09T13:53:39.455528,2118821,-315,527,1574,-1048,-576,-327,67,171,-97
0,2023-03-09T13:53:39.459899,2118827,-318,526,1568,-1036,-571,-334,67,171,-97
0,2023-03-09T13:53:39.465028,2118831,-318,526,1568,-1036,-571,-334,67,171,-97
0,2023-03-09T13:53:39.469330,2118836,-318,526,1568,-1036,-571,-334,67,171,-97
0,2023-03-09T13:53:39.473744,2118840,-318,526,1568,-1036,-571,-334,67,171,-97
0,2023-03-09T13:53:39.478683,2118845,-323,526,1571,-1038,-574,-320,67,171,-97
0,2023-03-09T13:53:39.482753,2118849,-323,526,1571,-1038,-574,-320,67,171,-97
0,2023-03-09T13:53:39.487258,2118853,-323,526,1571,-1038,-574,-320,67,171,-97
0,2023-03-09T13:53:39.491800,2118858,-323,526,1571,-1038,-574,-320,67,171,-97
0,2023-03-09T13:53:39.496171,2118862,-323,532,1573,-1038,-587,-317,67,171,-97
0,2023-03-09T13:53:39.500918,2118867,-323,532,1573,-1038,-587,-317,67,171,-97
0,2023-03-09T13:53:39.505292,2118872,-323,532,1573,-1038,-587,-317,67,171,-97
0,2023-03-09T13:53:39.510312,2118877,-323,532,1573,-1038,-587,-317,67,171,-97
0,2023-03-09T13:53:39.515484,2118882,-323,532,1573,-1038,-587,-317,67,171,-97
0,2023-03-09T13:53:39.520004,2118886,-321,531,1572,-1043,-579,-326,67,171,-97
0,2023-03-09T13:53:39.524813,2118891,-321,531,1572,-1043,-579,-326,67,171,-97
0,2023-03-09T13:53:39.529219,2118895,-321,531,1572,-1043,-579,-326,67,171,-97
0,2023-03-09T13:53:39.533920,2118900,-321,531,1572,-1043,-579,-326,67,171,-97
0,2023-03-09T13:53:39.538997,2118905,-320,531,1574,-1047,-582,-333,61,173,-101
0,2023-03-09T13:53:39.543587,2118909,-320,531,1574,-1047,-582,-333,61,173,-101
0,2023-03-09T13:53:39.548203,2118915,-320,531,1574,-1047,-582,-333,61,173,-101
0,2023-03-09T13:53:39.552789,2118919,-320,531,1574,-1047,-582,-333,61,173,-101
0,2023-03-09T13:53:39.558017,2118924,-320,529,1573,-1048,-579,-331,61,173,-101
0,2023-03-09T13:53:39.563020,2118929,-320,529,1573,-1048,-579,-331,61,173,-101
0,2023-03-09T13:53:39.567589,2118934,-320,529,1573,-1048,-579,-331,61,173,-101
0,2023-03-09T13:53:39.572189,2118938,-320,529,1573,-1048,-579,-331,61,173,-101
0,2023-03-09T13:53:39.577034,2118943,-321,526,1575,-1039,-573,-326,61,173,-101
0,2023-03-09T13:53:39.581765,2118948,-321,526,1575,-1039,-573,-326,61,173,-101
0,2023-03-09T13:53:39.585886,2118952,-321,526,1575,-1039,-573,-326,61,173,-101
0,2023-03-09T13:53:39.590294,2118957,-321,526,1575,-1039,-573,-326,61,173,-101
0,2023-03-09T13:53:39.595968,2118963,-321,526,1575,-1039,-573,-326,61,173,-101
0,2023-03-09T13:53:39.600583,2118967,-322,530,1570,-1039,-565,-326,61,173,-101
0,2023-03-09T13:53:39.605585,2118972,-322,530,1570,-1039,-565,-326,61,173,-101
0,2023-03-09T13:53:39.610239,2118976,-322,530,1570,-1039,-565,-326,61,173,-101
0,2023-03-09T13:53:39.615646,2118982,-322,530,1570,-1039,-565,-326,61,173,-101
0,2023-03-09T13:53:39.620290,2118986,-322,531,1571,-1031,-569,-323,61,173,-101
0,2023-03-09T13:53:39.624949,2118991,-322,531,1571,-1031,-569,-323,61,173,-101
0,2023-03-09T13:53:39.629400,2118995,-322,531,1571,-1031,-569,-323,61,173,-101
0,2023-03-09T13:53:39.634447,2119001,-322,531,1571,-1031,-569,-323,61,173,-101
0,2023-03-09T13:53:39.638928,2119005,-319,529,1572,-1038,-573,-321,61,173,-101
0,2023-03-09T13:53:39.643975,2119010,-319,529,1572,-1038,-573,-321,61,173,-101
0,2023-03-09T13:53:39.648353,2119015,-319,529,1572,-1038,-573,-321,61,173,-101
0,2023-03-09T13:53:39.652816,2119019,-319,529,1572,-1038,-573,-321,61,173,-101
