imu,server_time,arduino_time,ax,ay,az,gx,gy,gz,mx,my,mz
0,2023-03-01T18:59:33.203586,2162752,1229,1929,-614,-2162,23,-497,-27,123,-321
0,2023-03-01T18:59:33.209702,2162757,1229,1929,-614,-2162,23,-497,-27,123,-321
0,2023-03-01T18:59:33.215346,2162763,1229,1929,-614,-2162,23,-497,-27,123,-321
0,2023-03-01T18:59:33.220284,2162768,1229,1929,-614,-2162,23,-497,-27,123,-321
0,2023-03-01T18:59:33.226313,2162774,1242,1930,-602,-2192,59,-510,-34,120,-320
0,2023-03-01T18:59:33.233140,2162781,1242,1930,-602,-2192,59,-510,-34,120,-320
0,2023-03-01T18:59:33.237848,2162786,1242,1930,-602,-2192,59,-510,-34,120,-320
0,2023-03-01T18:59:33.242557,2162791,1241,1920,-609,-2212,69,-500,-34,120,-320
0,2023-03-01T18:59:33.248048,2162796,1241,1920,-609,-2212,69,-500,-34,120,-320
0,2023-03-01T18:59:33.254012,2162802,1241,1920,-609,-2212,69,-500,-34,120,-320
0,2023-03-01T18:59:33.259123,2162807,1241,1920,-609,-2212,69,-500,-34,120,-320
0,2023-03-01T18:59:33.263714,2162811,1249,1929,-589,-2231,91,-508,-34,120,-320
0,2023-03-01T18:59:33.269131,2162818,1249,1929,-589,-2231,91,-508,-34,120,-320
0,2023-03-01T18:59:33.274544,2162823,1249,1929,-589,-2231,91,-508,-34,120,-320
0,2023-03-01T18:59:33.279179,2162827,1249,1929,-589,-2231,91,-508,-34,120,-320
0,2023-03-01T18:59:33.284015,2162832,1242,1914,-589,-2233,81,-502,-34,120,-320
0,2023-03-01T18:59:33.289540,2162838,1242,1914,-589,-2233,81,-502,-34,120,-320
0,2023-03-01T18:59:33.294969,2162843,1242,1914,-589,-2233,81,-502,-34,120,-320
0,2023-03-01T18:59:33.299681,2162847,1242,1914,-589,-2233,81,-502,-34,120,-320
0,2023-03-01T18:59:33.304536,2162852,1245,1935,-570,-2240,117,-520,-34,120,-320
0,2023-03-01T18:59:33.310418,2162859,1245,1935,-570,-2240,117,-520,-34,120,-320
0,2023-03-01T18:59:33.316036,2162865,1245,1935,-570,-2240,117,-520,-34,120,-320
0,2023-03-01T18:59:33.321954,2162870,1245,1935,-570,-2240,117,-520,-34,120,-320
0,2023-03-01T18:59:33.327293,2162875,1238,1928,-582,-2269,83,-514,-34,120,-320
0,2023-03-01T18:59:33.335244,2162882,1238,1928,-582,-2269,83,-514,-34,120,-320
0,2023-03-01T18:59:33.342985,2162890,1230,1951,-551,-2270,135,-528,-35,125,-323
0,2023-03-01T18:59:33.348814,2162896,1230,1951,-551,-2270,135,-528,-35,125,-323
0,2023-03-01T18:59:33.354317,2162903,1230,1951,-551,-2270,135,-528,-35,125,-323
0,2023-03-01T18:59:33.360473,2162908,1230,1951,-551,-2270,135,-528,-35,125,-323
0,2023-03-01T18:59:33.365546,2162914,1220,1942,-555,-2249,72,-511,-35,125,-323
0,2023-03-01T18:59:33.371650,2162919,1220,1942,-555,-2249,72,-511,-35,125,-323
0,2023-03-01T18:59:33.376852,2162924,1220,1942,-555,-2249,72,-511,-35,125,-323
