imu,server_time,arduino_time,ax,ay,az,gx,gy,gz,mx,my,mz
0,2023-03-01T18:58:37.593598,2107139,1052,1141,-2011,-734,-1474,457,35,109,-403
0,2023-03-01T18:58:37.599974,2107145,1052,1141,-2011,-734,-1474,457,35,109,-403
0,2023-03-01T18:58:37.604730,2107150,1052,1141,-2011,-734,-1474,457,35,109,-403
0,2023-03-01T18:58:37.609845,2107155,1052,1141,-2011,-734,-1474,457,35,109,-403
0,2023-03-01T18:58:37.615571,2107160,1042,1129,-2017,-746,-1477,480,35,109,-403
0,2023-03-01T18:58:37.620950,2107166,1042,1129,-2017,-746,-1477,480,35,109,-403
0,2023-03-01T18:58:37.625695,2107170,1042,1129,-2017,-746,-1477,480,35,109,-403
0,2023-03-01T18:58:37.630563,2107175,1042,1129,-2017,-746,-1477,480,35,109,-403
0,2023-03-01T18:58:37.635501,2107181,1036,1122,-2012,-761,-1459,467,35,109,-403
0,2023-03-01T18:58:37.640476,2107186,1036,1122,-2012,-761,-1459,467,35,109,-403
0,2023-03-01T18:58:37.645487,2107190,1036,1122,-2012,-761,-1459,467,35,109,-403
0,2023-03-01T18:58:37.650482,2107195,1036,1122,-2012,-761,-1459,467,35,109,-403
0,2023-03-01T18:58:37.655806,2107201,1053,1137,-2019,-766,-1449,442,40,112,-406
0,2023-03-01T18:58:37.661392,2107206,1053,1137,-2019,-766,-1449,442,40,112,-406
0,2023-03-01T18:58:37.666355,2107211,1053,1137,-2019,-766,-1449,442,40,112,-406
0,2023-03-01T18:58:37.672738,2107217,1047,1135,-2020,-775,-1486,500,40,112,-406
0,2023-03-01T18:58:37.677218,2107223,1047,1135,-2020,-775,-1486,500,40,112,-406
0,2023-03-01T18:58:37.682238,2107228,1047,1135,-2020,-775,-1486,500,40,112,-406
0,2023-03-01T18:58:37.686789,2107232,1047,1135,-2020,-775,-1486,500,40,112,-406
0,2023-03-01T18:58:37.691341,2107236,1047,1135,-2020,-775,-1486,500,40,112,-406
