,Timestamp,FrameCount,Manufacturer,Name,SerialNumber,Acceleration,AngularAcceleration,AngularVelocity,Position,Rotation,Velocity,IsTracked
0,2023-04-06T20:16:59.217616,3,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.0001142061,0.001263367,1.28773E-05)","(0.0270436,0.9116111,0.3776129)","(-0.2694212,0.03151051,0.04990048,-0.9612124)","(0.0001945374,-3.354077E-05,-0.002215468)",True
1,2023-04-06T20:16:59.218615,3,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.0001142061,0.001263367,1.28773E-05)","(0.0270436,0.9116111,0.3776129)","(-0.2694212,0.03151051,0.04990048,-0.9612124)","(0.0001945374,-3.354077E-05,-0.002215468)",True
2,2023-04-06T20:16:59.218615,3,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.0001142061,0.001263367,1.28773E-05)","(0.0270436,0.9116111,0.3776129)","(-0.2694212,0.03151051,0.04990048,-0.9612124)","(0.0001945374,-3.354077E-05,-0.002215468)",True
3,2023-04-06T20:16:59.218615,3,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.0001142061,0.001263367,1.28773E-05)","(0.0270436,0.9116111,0.3776129)","(-0.2694212,0.03151051,0.04990048,-0.9612124)","(0.0001945374,-3.354077E-05,-0.002215468)",True
4,2023-04-06T20:16:59.218615,3,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.0001142061,0.001263367,1.28773E-05)","(0.0270436,0.9116111,0.3776129)","(-0.2694212,0.03151051,0.04990048,-0.9612124)","(0.0001945374,-3.354077E-05,-0.002215468)",True
5,2023-04-06T20:16:59.218615,3,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.0001142061,0.001263367,1.28773E-05)","(0.0270436,0.9116111,0.3776129)","(-0.2694212,0.03151051,0.04990048,-0.9612124)","(0.0001945374,-3.354077E-05,-0.002215468)",True
6,2023-04-06T20:16:59.218615,3,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.0001142061,0.001263367,1.28773E-05)","(0.0270436,0.9116111,0.3776129)","(-0.2694212,0.03151051,0.04990048,-0.9612124)","(0.0001945374,-3.354077E-05,-0.002215468)",True
7,2023-04-06T20:16:59.218615,3,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.0001142061,0.001263367,1.28773E-05)","(0.0270436,0.9116111,0.3776129)","(-0.2694212,0.03151051,0.04990048,-0.9612124)","(0.0001945374,-3.354077E-05,-0.002215468)",True
8,2023-04-06T20:16:59.219615,3,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.0001142061,0.001263367,1.28773E-05)","(0.0270436,0.9116111,0.3776129)","(-0.2694212,0.03151051,0.04990048,-0.9612124)","(0.0001945374,-3.354077E-05,-0.002215468)",True
9,2023-04-06T20:16:59.219615,3,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.0001142061,0.001263367,1.28773E-05)","(0.0270436,0.9116111,0.3776129)","(-0.2694212,0.03151051,0.04990048,-0.9612124)","(0.0001945374,-3.354077E-05,-0.002215468)",True
10,2023-04-06T20:16:59.219615,3,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.0001142061,0.001263367,1.28773E-05)","(0.0270436,0.9116111,0.3776129)","(-0.2694212,0.03151051,0.04990048,-0.9612124)","(0.0001945374,-3.354077E-05,-0.002215468)",True
11,2023-04-06T20:16:59.219615,3,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.0001142061,0.001263367,1.28773E-05)","(0.0270436,0.9116111,0.3776129)","(-0.2694212,0.03151051,0.04990048,-0.9612124)","(0.0001945374,-3.354077E-05,-0.002215468)",True
12,2023-04-06T20:16:59.219615,3,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.0001142061,0.001263367,1.28773E-05)","(0.0270436,0.9116111,0.3776129)","(-0.2694212,0.03151051,0.04990048,-0.9612124)","(0.0001945374,-3.354077E-05,-0.002215468)",True
13,2023-04-06T20:16:59.219615,3,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.0001142061,0.001263367,1.28773E-05)","(0.0270436,0.9116111,0.3776129)","(-0.2694212,0.03151051,0.04990048,-0.9612124)","(0.0001945374,-3.354077E-05,-0.002215468)",True
14,2023-04-06T20:16:59.219615,3,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.0001142061,0.001263367,1.28773E-05)","(0.0270436,0.9116111,0.3776129)","(-0.2694212,0.03151051,0.04990048,-0.9612124)","(0.0001945374,-3.354077E-05,-0.002215468)",True
15,2023-04-06T20:16:59.220617,3,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.0001142061,0.001263367,1.28773E-05)","(0.0270436,0.9116111,0.3776129)","(-0.2694212,0.03151051,0.04990048,-0.9612124)","(0.0001945374,-3.354077E-05,-0.002215468)",True
16,2023-04-06T20:16:59.220617,3,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.0001142061,0.001263367,1.28773E-05)","(0.0270436,0.9116111,0.3776129)","(-0.2694212,0.03151051,0.04990048,-0.9612124)","(0.0001945374,-3.354077E-05,-0.002215468)",True
17,2023-04-06T20:16:59.220617,3,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.0001142061,0.001263367,1.28773E-05)","(0.0270436,0.9116111,0.3776129)","(-0.2694212,0.03151051,0.04990048,-0.9612124)","(0.0001945374,-3.354077E-05,-0.002215468)",True
18,2023-04-06T20:16:59.220617,3,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.0001142061,0.001263367,1.28773E-05)","(0.0270436,0.9116111,0.3776129)","(-0.2694212,0.03151051,0.04990048,-0.9612124)","(0.0001945374,-3.354077E-05,-0.002215468)",True
19,2023-04-06T20:16:59.220617,3,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.0001142061,0.001263367,1.28773E-05)","(0.0270436,0.9116111,0.3776129)","(-0.2694212,0.03151051,0.04990048,-0.9612124)","(0.0001945374,-3.354077E-05,-0.002215468)",True
20,2023-04-06T20:16:59.220617,3,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.0001142061,0.001263367,1.28773E-05)","(0.0270436,0.9116111,0.3776129)","(-0.2694212,0.03151051,0.04990048,-0.9612124)","(0.0001945374,-3.354077E-05,-0.002215468)",True
21,2023-04-06T20:16:59.221614,3,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.0001142061,0.001263367,1.28773E-05)","(0.0270436,0.9116111,0.3776129)","(-0.2694212,0.03151051,0.04990048,-0.9612124)","(0.0001945374,-3.354077E-05,-0.002215468)",True
22,2023-04-06T20:16:59.221614,3,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.0001142061,0.001263367,1.28773E-05)","(0.0270436,0.9116111,0.3776129)","(-0.2694212,0.03151051,0.04990048,-0.9612124)","(0.0001945374,-3.354077E-05,-0.002215468)",True
23,2023-04-06T20:16:59.221614,3,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.0001142061,0.001263367,1.28773E-05)","(0.0270436,0.9116111,0.3776129)","(-0.2694212,0.03151051,0.04990048,-0.9612124)","(0.0001945374,-3.354077E-05,-0.002215468)",True
24,2023-04-06T20:16:59.221614,3,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.0001142061,0.001263367,1.28773E-05)","(0.0270436,0.9116111,0.3776129)","(-0.2694212,0.03151051,0.04990048,-0.9612124)","(0.0001945374,-3.354077E-05,-0.002215468)",True
25,2023-04-06T20:16:59.235277,4,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.001993297,-0.001308465,-0.0001540357)","(0.02711818,0.9115582,0.3776379)","(-0.2692665,0.03154581,0.04975599,-0.9612621)","(0.0001235324,7.935797E-05,-0.001430844)",True
26,2023-04-06T20:16:59.236276,4,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.001993297,-0.001308465,-0.0001540357)","(0.02711818,0.9115582,0.3776379)","(-0.2692665,0.03154581,0.04975599,-0.9612621)","(0.0001235324,7.935797E-05,-0.001430844)",True
27,2023-04-06T20:16:59.246276,5,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.002130164,0.0004799635,0.000970948)","(0.02705306,0.9115574,0.3775949)","(-0.269344,0.03149392,0.04975288,-0.9612422)","(-0.0002947827,-0.0001991665,-0.001855958)",True
28,2023-04-06T20:16:59.262277,7,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(-0.0001604882,-0.0007561604,0.0012289)","(0.02687117,0.911501,0.3777598)","(-0.2694372,0.03145204,0.04975663,-0.9612173)","(-0.001352575,-0.0003493726,-0.0006164366)",True
29,2023-04-06T20:16:59.273276,8,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.003024339,-0.00143208,-0.0001232534)","(0.0267965,0.9115644,0.3777507)","(-0.2694203,0.03142629,0.04973268,-0.9612241)","(-0.001659138,0.0003551577,-0.001060583)",True
30,2023-04-06T20:16:59.283789,9,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(5.032283E-05,0.001953208,0.002927428)","(0.02676263,0.9115673,0.3778471)","(-0.2695073,0.03159972,0.04976141,-0.9611925)","(-0.001664799,0.0002279831,-0.0002685588)",True
31,2023-04-06T20:16:59.295790,10,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(-0.001050123,0.0004797366,-0.0006127948)","(0.02673741,0.9115334,0.3778778)","(-0.2695431,0.03149936,0.04970076,-0.9611889)","(-0.001397158,-0.0001418646,-0.0001980538)",True
32,2023-04-06T20:16:59.306830,11,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(-7.565824E-05,-0.0005315703,-0.001139515)","(0.02671296,0.9115536,0.3778555)","(-0.2695952,0.03147003,0.0497019,-0.9611752)","(-0.001487925,0.0001002612,-0.0005691411)",True
33,2023-04-06T20:16:59.317830,12,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.001222371,0.001722542,-0.0008700962)","(0.02668495,0.9115526,0.3779044)","(-0.2695743,0.03157908,0.04967561,-0.9611789)","(-0.001483698,1.912905E-05,-0.0002094075)",True
34,2023-04-06T20:16:59.329164,13,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(-0.0003408164,-0.002549955,9.950785E-05)","(0.0265785,0.9114675,0.3780012)","(-0.2696363,0.03142995,0.04975421,-0.9611623)","(-0.002062972,-0.000722904,0.0004622987)",True
35,2023-04-06T20:16:59.340645,14,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(-9.172928E-05,-0.0005308109,-0.001137522)","(0.02655091,0.9114709,0.3780046)","(-0.2696984,0.0314648,0.04971416,-0.9611458)","(-0.002075905,-0.0006465213,0.0004163944)",True
36,2023-04-06T20:16:59.351450,15,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(-0.001243975,-0.0009739568,-0.0002739985)","(0.02651254,0.9114608,0.3780537)","(-0.2697381,0.03149185,0.0497411,-0.9611323)","(-0.002178303,-0.0006947154,0.0007148652)",True
37,2023-04-06T20:16:59.362201,16,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(-0.001973475,0.002053575,-0.000977774)","(0.02656218,0.9114781,0.3780703)","(-0.2697951,0.0315382,0.04974845,-0.9611145)","(-0.001498411,-0.0005728859,0.0009273455)",True
38,2023-04-06T20:16:59.374201,17,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(-0.00132826,-0.001876219,-0.0008339489)","(0.02656613,0.9114791,0.3780652)","(-0.269813,0.03145029,0.04978572,-0.9611104)","(-0.001276502,-0.0004396451,0.0008043272)",True
39,2023-04-06T20:16:59.385202,18,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(-0.002145405,0.0005998246,-0.0006418547)","(0.02653251,0.9114619,0.3780555)","(-0.2698404,0.03154441,0.04975801,-0.9611011)","(-0.001377309,-0.0006090162,0.0005137911)",True
40,2023-04-06T20:16:59.407197,20,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.001015709,0.0002529858,-0.0005241815)","(0.02641399,0.9115337,0.3781451)","(-0.2698686,0.0314608,0.04979878,-0.9610938)","(-0.001737446,0.0004227154,0.001018897)",True
41,2023-04-06T20:16:59.418195,21,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(-0.0002083623,-0.001086168,-0.0002284283)","(0.02635179,0.9115374,0.3781009)","(-0.2698864,0.03148487,0.04979266,-0.9610883)","(-0.002092495,0.0004066973,0.0003301944)",True
42,2023-04-06T20:16:59.430197,22,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.00125578,0.002614314,-0.0002903393)","(0.02651544,0.9116576,0.3780425)","(-0.269865,0.03154659,0.04979204,-0.9610924)","(-0.0006489347,0.001447763,-9.398552E-05)",True
43,2023-04-06T20:16:59.441196,23,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(-3.167455E-05,2.928746E-05,-0.002026355)","(0.02661928,0.9116299,0.3779615)","(-0.2699249,0.03147408,0.04977997,-0.9610785)","(-6.533523E-05,0.001351672,-0.0005585843)",True
44,2023-04-06T20:16:59.452197,24,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.002143928,0.00104906,8.368145E-05)","(0.02653145,0.9115819,0.3779481)","(-0.2698683,0.03155761,0.04979323,-0.961091)","(-0.0006497204,0.0005441087,-0.0006403412)",True
45,2023-04-06T20:16:59.463196,25,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(-0.0001606488,0.0001453316,0.001811369)","(0.02655226,0.9115837,0.3779689)","(-0.2699332,0.03149861,0.04986947,-0.9610707)","(-0.0002936106,0.0004014138,-0.0004037657)",True
46,2023-04-06T20:16:59.474195,26,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(-0.002099945,0.001490195,-6.530609E-05)","(0.02661085,0.9115538,0.3779183)","(-0.270033,0.03152257,0.04984088,-0.9610434)","(-4.993212E-05,9.613112E-05,-0.0006263661)",True
47,2023-04-06T20:16:59.485197,27,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.0008342528,-0.001194495,-0.0001818766)","(0.02658214,0.9115601,0.3779095)","(-0.2699584,0.03153779,0.04982809,-0.9610645)","(-0.0001734768,0.0001984597,-0.0009181423)",True
48,2023-04-06T20:16:59.496196,28,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(-0.001562388,-0.00265678,0.002444973)","(0.02673104,0.911676,0.3778532)","(-0.27003,0.03147918,0.04991369,-0.9610419)","(0.0007602929,0.001305403,-0.001324417)",True
49,2023-04-06T20:16:59.507196,29,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(-0.002177175,0.000596727,-0.0006291945)","(0.02696318,0.9115129,0.3776739)","(-0.2700453,0.03153909,0.04983608,-0.9610397)","(0.001716125,-0.0001995367,-0.002198163)",True
50,2023-04-06T20:16:59.519197,30,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(-0.002161185,0.0002693207,-0.002096942)","(0.0269546,0.911518,0.3777033)","(-0.2700746,0.03160412,0.04978126,-0.9610322)","(0.001591006,-0.0001046039,-0.001918012)",True
51,2023-04-06T20:16:59.530196,31,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(2.72082E-05,0.0009365215,-0.001454973)","(0.02688057,0.9114756,0.377738)","(-0.2700459,0.03156821,0.04978862,-0.961041)","(0.001012978,-0.0003370116,-0.001621525)",True
52,2023-04-06T20:16:59.541196,32,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.003014375,-0.000520583,0.0004628398)","(0.02697398,0.9113863,0.3776371)","(-0.2699987,0.03154952,0.04983939,-0.9610522)","(0.001294204,-0.001308835,-0.002297869)",True
53,2023-04-06T20:16:59.563711,34,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(-0.002002904,0.001727135,-0.002428365)","(0.02713098,0.9114393,0.3774895)","(-0.2701274,0.03163218,0.04978188,-0.9610164)","(0.002307326,-0.000702645,-0.003026695)",True
54,2023-04-06T20:16:59.574712,35,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.001054869,0.001168218,5.481008E-05)","(0.02699207,0.911535,0.3775692)","(-0.2701181,0.03164175,0.04981682,-0.9610168)","(0.001436578,-4.070644E-05,-0.002379067)",True
55,2023-04-06T20:16:59.585582,36,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.001833149,-0.0006222595,0.002796389)","(0.02704336,0.9115697,0.3776008)","(-0.2701169,0.03164933,0.04989225,-0.961013)","(0.001751707,0.0003041629,-0.001980669)",True
56,2023-04-06T20:16:59.597577,37,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.0009919915,-7.06145E-05,-0.00197869)","(0.02706714,0.9115766,0.3776049)","(-0.2701496,0.03159333,0.04980647,-0.9610101)","(0.001890061,0.0003748746,-0.00174484)",True
57,2023-04-06T20:16:59.608577,38,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(-0.001151368,0.000491791,-0.0005905965)","(0.02694496,0.9117096,0.3776565)","(-0.2702597,0.03161016,0.04981575,-0.9609781)","(0.0009525309,0.001566174,-0.00158441)",True
58,2023-04-06T20:16:59.619576,39,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(-0.0002050002,0.0001651633,0.001814463)","(0.02687024,0.9116688,0.3776964)","(-0.2702521,0.03167539,0.04983265,-0.9609772)","(0.0004809591,0.0008684414,-0.001427747)",True
59,2023-04-06T20:16:59.630576,40,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.0008699307,-0.0002929772,0.0003864956)","(0.02688778,0.9116936,0.3777035)","(-0.2702473,0.03159659,0.04983426,-0.9609811)","(0.000891068,0.001087972,-0.00129184)",True
60,2023-04-06T20:16:59.641577,41,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.0021812,0.001615598,-0.0008086005)","(0.02693675,0.911661,0.3776467)","(-0.2702547,0.0316339,0.04980255,-0.9609794)","(0.001099287,0.0004406167,-0.001711306)",True
61,2023-04-06T20:16:59.653577,42,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(-0.001423543,-0.001520415,0.0006384376)","(0.02692128,0.9116756,0.3776962)","(-0.2703603,0.03161605,0.04980765,-0.96095)","(0.001096502,0.0006458781,-0.001351751)",True
62,2023-04-06T20:16:59.663576,43,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(4.070517E-05,0.002177649,0.0005790942)","(0.02689966,0.9116905,0.3776807)","(-0.2703469,0.03165113,0.04981288,-0.9609523)","(0.0009443228,0.0007249412,-0.001404608)",True
63,2023-04-06T20:16:59.675577,44,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(0.0008392086,4.5026E-05,0.001851957)","(0.02699793,0.9116331,0.3775942)","(-0.2703278,0.03162592,0.04985255,-0.9609566)","(0.001292578,0.000128163,-0.001877977)",True
64,2023-04-06T20:16:59.686578,45,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(-0.001066518,0.00173832,0.001448251)","(0.02743419,0.9117509,0.3773445)","(-0.2700422,0.03175931,0.0498665,-0.9610317)","(0.00355629,0.001471556,-0.003380563)",True
65,2023-04-06T20:16:59.697577,46,HTC,OpenVR Controller(VIVE Tracker 3.0 MV) - Right,LHR-9E483859,"(0,0,0)","(0,0,0)","(-0.0002327863,-0.001077142,-0.0002118937)","(0.02747357,0.9117747,0.3773208)","(-0.2700408,0.03164239,0.04987492,-0.9610355)","(0.003744587,0.00156792,-0.003319469)",True
