Timestamp;FrameCount;Manufacturer;Name;SerialNumber;Acceleration;AngularAcceleration;AngularVelocity;Position;Rotation;Velocity;IsTracked
2023-03-01T18:49:49.567541;30;HTC;OpenVR Controller(VIVE Tracker 3.0 MV) - Right;LHR-9E483859;(0,0,0);(0,0,0);(0.002872087,2.505378E-05,-5.933126E-05);(0.02044039,1.207923,0.1899019);(0.02002151,-0.2003031,-0.02676313,-0.9791637);(0.01565772,0.002521334,-0.01384417);True
2023-03-01T18:49:49.592541;31;HTC;OpenVR Controller(VIVE Tracker 3.0 MV) - Right;LHR-9E483859;(0,0,0);(0,0,0);(0.002472837,-1.261815E-05,-0.001039655);(0.02115804,1.207981,0.1892741);(0.02008589,-0.20031,-0.02675061,-0.9791614);(0.01738454,0.002138664,-0.01542104);True
2023-03-01T18:49:49.623541;32;HTC;OpenVR Controller(VIVE Tracker 3.0 MV) - Right;LHR-9E483859;(0,0,0);(0,0,0);(8.99471E-05,-0.0001565187,-0.001220708);(0.02101495,1.207935,0.1894086);(0.01996941,-0.2002564,-0.02687672,-0.9791712);(0.01631731,0.001831783,-0.01414268);True
2023-03-01T18:49:49.623541;32;HTC;OpenVR Controller(VIVE Tracker 3.0 MV) - Right;LHR-9E483859;(0,0,0);(0,0,0);(8.99471E-05,-0.0001565187,-0.001220708);(0.02101495,1.207935,0.1894086);(0.01996941,-0.2002564,-0.02687672,-0.9791712);(0.01631731,0.001831783,-0.01414268);True
2023-03-01T18:49:49.656541;33;HTC;OpenVR Controller(VIVE Tracker 3.0 MV) - Right;LHR-9E483859;(0,0,0);(0,0,0);(0.0731373,0.07038373,-0.1556155);(0.01952411,1.208408,0.1904125);(0.02079832,-0.1977438,-0.02969388,-0.9795831);(-0.0075991,0.01014969,-0.001684955);True
2023-03-01T18:49:49.679541;34;HTC;OpenVR Controller(VIVE Tracker 3.0 MV) - Right;LHR-9E483859;(0,0,0);(0,0,0);(0.1599558,-0.07871728,-0.1508187);(0.01959138,1.20946,0.1898421);(0.02236493,-0.2014535,-0.03000093,-0.9787831);(0.002664787,0.03649871,-0.01023219);True
2023-03-01T18:49:49.680541;34;HTC;OpenVR Controller(VIVE Tracker 3.0 MV) - Right;LHR-9E483859;(0,0,0);(0,0,0);(0.1599558,-0.07871728,-0.1508187);(0.01959138,1.20946,0.1898421);(0.02236493,-0.2014535,-0.03000093,-0.9787831);(0.002664787,0.03649871,-0.01023219);True
2023-03-01T18:49:49.712541;35;HTC;OpenVR Controller(VIVE Tracker 3.0 MV) - Right;LHR-9E483859;(0,0,0);(0,0,0);(0.1845309,-0.004690303,-0.01362169);(0.02122859,1.208596,0.1897816);(0.02275619,-0.2001718,-0.02699254,-0.9791246);(0.0422571,0.01937704,-0.01391339);True
2023-03-01T18:49:49.734555;36;HTC;OpenVR Controller(VIVE Tracker 3.0 MV) - Right;LHR-9E483859;(0,0,0);(0,0,0);(-0.01414574,-0.04644778,0.1593806);(0.02146752,1.208258,0.1900457);(0.01818248,-0.2007076,-0.02312041,-0.9792095);(0.04721888,0.009158363,-0.01865671);True
2023-03-01T18:49:49.757542;37;HTC;OpenVR Controller(VIVE Tracker 3.0 MV) - Right;LHR-9E483859;(0,0,0);(0,0,0);(-0.01444258,0.1168165,0.03516384);(0.02085831,1.207481,0.1901319);(0.01927913,-0.1966287,-0.02484716,-0.9799735);(0.01562798,-0.005883048,-0.007918796);True
