,Unnamed: 0,imu,server_time,arduino_time,ax,ay,az,gx,gy,gz,mx,my,mz
32200,3094,0,2023-03-01T18:52:43.740477,1753266,954,1580,895,-1241,-587,-464,16,168,-146
32201,3095,0,2023-03-01T18:52:43.746034,1753272,954,1580,895,-1241,-587,-464,16,168,-146
32202,3096,0,2023-03-01T18:52:43.751117,1753276,954,1580,895,-1241,-587,-464,16,168,-146
32203,3097,0,2023-03-01T18:52:43.755957,1753281,950,1582,899,-1251,-587,-470,16,168,-146
32204,3098,0,2023-03-01T18:52:43.762172,1753287,950,1582,899,-1251,-587,-470,16,168,-146
32205,3099,0,2023-03-01T18:52:43.768087,1753293,950,1582,899,-1251,-587,-470,16,168,-146
32206,3100,0,2023-03-01T18:52:43.773104,1753298,952,1579,899,-1252,-587,-471,16,168,-146
32207,3101,0,2023-03-01T18:52:43.779107,1753305,952,1579,899,-1252,-587,-471,16,168,-146
32208,3102,0,2023-03-01T18:52:43.784120,1753310,952,1579,899,-1252,-587,-471,16,168,-146
32209,3103,0,2023-03-01T18:52:43.789914,1753316,952,1579,899,-1252,-587,-471,16,168,-146
32210,3104,0,2023-03-01T18:52:43.794772,1753320,953,1577,896,-1241,-581,-468,16,168,-146
32211,3105,0,2023-03-01T18:52:43.800843,1753326,953,1577,896,-1241,-581,-468,16,168,-146
32212,3106,0,2023-03-01T18:52:43.806124,1753331,953,1577,896,-1241,-581,-468,16,168,-146
32213,3107,0,2023-03-01T18:52:43.811557,1753336,951,1577,898,-1245,-583,-465,16,168,-146
32214,3108,0,2023-03-01T18:52:43.817475,1753342,951,1577,898,-1245,-583,-465,16,168,-146
32215,3109,0,2023-03-01T18:52:43.823130,1753349,951,1577,898,-1245,-583,-465,16,168,-146
32216,3110,0,2023-03-01T18:52:43.828083,1753354,951,1577,898,-1245,-583,-465,16,168,-146
32217,3111,0,2023-03-01T18:52:43.833333,1753359,948,1578,894,-1241,-590,-468,16,168,-146
32218,3112,0,2023-03-01T18:52:43.839369,1753365,948,1578,894,-1241,-590,-468,16,168,-146
32219,3113,0,2023-03-01T18:52:43.844009,1753369,948,1578,894,-1241,-590,-468,16,168,-146
32220,3114,0,2023-03-01T18:52:43.849229,1753375,948,1578,894,-1241,-590,-468,16,168,-146
32221,3115,0,2023-03-01T18:52:43.854208,1753379,948,1577,894,-1236,-591,-471,16,168,-146
32222,3116,0,2023-03-01T18:52:43.860558,1753385,948,1577,894,-1236,-591,-471,16,168,-146
32223,3117,0,2023-03-01T18:52:43.865718,1753391,948,1577,894,-1236,-591,-471,16,168,-146
32224,3118,0,2023-03-01T18:52:43.871008,1753397,948,1577,894,-1236,-591,-471,16,168,-146
