,Unnamed: 0,imu,server_time,arduino_time,ax,ay,az,gx,gy,gz,mx,my,mz
0,894,0,2023-03-01T18:49:49.747507,1579264,140,497,1835,-268,-882,-20,58,268,-106
1,895,0,2023-03-01T18:49:49.752328,1579269,140,497,1835,-268,-882,-20,58,268,-106
2,896,0,2023-03-01T18:49:49.757777,1579274,349,767,1428,-419,-884,-64,58,268,-106
3,897,0,2023-03-01T18:49:49.764482,1579280,349,767,1428,-419,-884,-64,58,268,-106
4,898,0,2023-03-01T18:49:49.769671,1579285,349,767,1428,-419,-884,-64,58,268,-106
5,899,0,2023-03-01T18:49:49.775692,1579291,349,767,1428,-419,-884,-64,58,268,-106
6,900,0,2023-03-01T18:49:49.780969,1579296,262,750,1615,-872,-477,95,58,268,-106
7,901,0,2023-03-01T18:49:49.787526,1579303,262,750,1615,-872,-477,95,58,268,-106
8,902,0,2023-03-01T18:49:49.793111,1579309,262,750,1615,-872,-477,95,58,268,-106
9,903,0,2023-03-01T18:49:49.798990,1579315,166,634,1733,-1318,-331,-321,58,268,-106
10,904,0,2023-03-01T18:49:49.804663,1579321,166,634,1733,-1318,-331,-321,58,268,-106
11,905,0,2023-03-01T18:49:49.809835,1579326,166,634,1733,-1318,-331,-321,58,268,-106
12,906,0,2023-03-01T18:49:49.815766,1579331,166,634,1733,-1318,-331,-321,58,268,-106
13,907,0,2023-03-01T18:49:49.821144,1579336,167,454,1560,-1642,-442,-532,59,269,-119
14,908,0,2023-03-01T18:49:49.827181,1579343,167,454,1560,-1642,-442,-532,59,269,-119
15,909,0,2023-03-01T18:49:49.832020,1579347,167,454,1560,-1642,-442,-532,59,269,-119
16,910,0,2023-03-01T18:49:49.837298,1579354,167,454,1560,-1642,-442,-532,59,269,-119
17,911,0,2023-03-01T18:49:49.842463,1579359,112,300,1684,-1445,-508,-481,59,269,-119
18,912,0,2023-03-01T18:49:49.847963,1579364,112,300,1684,-1445,-508,-481,59,269,-119
19,913,0,2023-03-01T18:49:49.852997,1579369,112,300,1684,-1445,-508,-481,59,269,-119
20,914,0,2023-03-01T18:49:49.858606,1579374,132,343,1738,-1038,-601,-528,59,269,-119
21,915,0,2023-03-01T18:49:49.864129,1579380,132,343,1738,-1038,-601,-528,59,269,-119
22,916,0,2023-03-01T18:49:49.869340,1579385,132,343,1738,-1038,-601,-528,59,269,-119
23,917,0,2023-03-01T18:49:49.874163,1579389,132,343,1738,-1038,-601,-528,59,269,-119
24,918,0,2023-03-01T18:49:49.878996,1579395,183,440,1580,-648,-754,-221,59,269,-119
25,919,0,2023-03-01T18:49:49.885300,1579401,183,440,1580,-648,-754,-221,59,269,-119
26,920,0,2023-03-01T18:49:49.890231,1579406,183,440,1580,-648,-754,-221,59,269,-119
27,921,0,2023-03-01T18:49:49.895790,1579412,183,440,1580,-648,-754,-221,59,269,-119
28,922,0,2023-03-01T18:49:49.901583,1579416,257,661,1638,-573,-687,-251,59,269,-119
29,923,0,2023-03-01T18:49:49.908732,1579424,257,661,1638,-573,-687,-251,59,269,-119
30,924,0,2023-03-01T18:49:49.914569,1579430,257,661,1638,-573,-687,-251,59,269,-119
31,925,0,2023-03-01T18:49:49.920671,1579437,229,678,1647,-823,-574,-200,59,269,-119
32,926,0,2023-03-01T18:49:49.926953,1579442,229,678,1647,-823,-574,-200,59,269,-119
33,927,0,2023-03-01T18:49:49.932946,1579448,229,678,1647,-823,-574,-200,59,269,-119
34,928,0,2023-03-01T18:49:49.939130,1579455,223,634,1584,-1156,-512,-316,60,268,-112
35,929,0,2023-03-01T18:49:49.945065,1579461,223,634,1584,-1156,-512,-316,60,268,-112
36,930,0,2023-03-01T18:49:49.950631,1579466,223,634,1584,-1156,-512,-316,60,268,-112
37,931,0,2023-03-01T18:49:49.956104,1579472,223,634,1584,-1156,-512,-316,60,268,-112
38,932,0,2023-03-01T18:49:49.961463,1579478,172,515,1652,-1388,-423,-421,60,268,-112
39,933,0,2023-03-01T18:49:49.967326,1579484,172,515,1652,-1388,-423,-421,60,268,-112
40,934,0,2023-03-01T18:49:49.972320,1579488,172,515,1652,-1388,-423,-421,60,268,-112
41,935,0,2023-03-01T18:49:49.977847,1579494,124,372,1675,-1344,-500,-360,60,268,-112
42,936,0,2023-03-01T18:49:49.983354,1579499,124,372,1675,-1344,-500,-360,60,268,-112
43,937,0,2023-03-01T18:49:49.988259,1579504,124,372,1675,-1344,-500,-360,60,268,-112
44,938,0,2023-03-01T18:49:49.993342,1579509,124,372,1675,-1344,-500,-360,60,268,-112
45,939,0,2023-03-01T18:49:49.998965,1579514,161,386,1641,-1109,-602,-373,60,268,-112
