,Unnamed: 0.1,Unnamed: 0,imu,server_time,arduino_time,ax,ay,az,gx,gy,gz,mx,my,mz,new_ax,new_ay,new_az
0,3272,6520,0,2023-04-06T20:09:40.331004,3990990,2112,864,-623,-1061,-571,-472,167,-3,-363,2110.5625825379584,862.888901668289,-621.5263442875952
1,3273,6521,0,2023-04-06T20:09:40.335911,3990994,2112,864,-623,-1061,-571,-472,167,-3,-363,2110.408008006128,862.7508033480578,-621.3779749494719
2,3274,6522,0,2023-04-06T20:09:40.340183,3991000,2112,864,-623,-1061,-571,-472,167,-3,-363,2110.2008556097626,862.5626944639766,-621.1820172627298
3,3275,6523,0,2023-04-06T20:09:40.345430,3991004,2112,864,-623,-1061,-571,-472,167,-3,-363,2109.94530917797,862.3266912464612,-620.9441620961609
4,3276,6524,0,2023-04-06T20:09:40.350749,3991010,2112,864,-623,-1061,-571,-472,167,-3,-363,2109.653555262782,862.0520832197705,-620.6780141240682
5,3277,6525,0,2023-04-06T20:09:40.355040,3991014,2108,861,-619,-1060,-558,-484,173,1,-359,2109.3449162468196,861.7549880069759,-620.404058380854
6,3278,6526,0,2023-04-06T20:09:40.360056,3991019,2108,861,-619,-1060,-558,-484,173,1,-359,2109.0433234753177,861.4566191004851,-620.146971629963
7,3279,6527,0,2023-04-06T20:09:40.364488,3991023,2108,861,-619,-1060,-558,-484,173,1,-359,2108.7737969898785,861.1806114252463,-619.9319718452751
8,3280,6528,0,2023-04-06T20:09:40.369695,3991028,2108,861,-619,-1060,-558,-484,173,1,-359,2108.5589004133085,860.9500672805945,-619.7812099358873
9,3281,6529,0,2023-04-06T20:09:40.374146,3991033,2107,859,-618,-1064,-567,-490,173,1,-359,2108.4158475333043,860.7847805190852,-619.7109253657084
10,3282,6530,0,2023-04-06T20:09:40.379162,3991038,2107,859,-618,-1064,-567,-490,173,1,-359,2108.3544784152227,860.6988506748705,-619.7296382844479
11,3283,6531,0,2023-04-06T20:09:40.383992,3991043,2107,859,-618,-1064,-567,-490,173,1,-359,2108.3762005292047,860.6989896132063,-619.8375377548846
12,3284,6532,0,2023-04-06T20:09:40.389012,3991048,2107,859,-618,-1064,-567,-490,173,1,-359,2108.47407334431,860.7839955248123,-620.0273171333902
13,3285,6533,0,2023-04-06T20:09:40.393462,3991053,2110,863,-624,-1062,-563,-485,173,1,-359,2108.6341649056203,860.9457228793912,-620.2866178886052
14,3286,6534,0,2023-04-06T20:09:40.398466,3991058,2110,863,-624,-1062,-563,-485,173,1,-359,2108.8380079022772,861.1713583154694,-620.6017122076456
15,3287,6535,0,2023-04-06T20:09:40.402908,3991062,2110,863,-624,-1062,-563,-485,173,1,-359,2109.065549418651,861.4461670004614,-620.9612024762071
16,3288,6536,0,2023-04-06T20:09:40.408060,3991067,2110,863,-624,-1062,-563,-485,173,1,-359,2109.2977954972557,861.7556007608342,-621.3580955467959
17,3289,6537,0,2023-04-06T20:09:40.413061,3991072,2110,861,-619,-1061,-558,-488,173,1,-359,2109.5186313813524,862.0860695732754,-621.7892200593922
18,3290,6538,0,2023-04-06T20:09:40.417829,3991077,2110,861,-619,-1061,-558,-488,173,1,-359,2109.7157491263474,862.4244537495161,-622.2522498896819
19,3291,6539,0,2023-04-06T20:09:40.422187,3991081,2110,861,-619,-1061,-558,-488,173,1,-359,2109.880857830229,862.7570694991845,-622.7418210083434
20,3292,6540,0,2023-04-06T20:09:40.427075,3991087,2110,861,-619,-1061,-558,-488,173,1,-359,2110.0093903129996,863.0690430691839,-623.2467534656389
21,3293,6541,0,2023-04-06T20:09:40.432259,3991092,2110,865,-627,-1058,-563,-481,173,1,-359,2110.099899060524,863.3448352961519,-623.7498994079526
22,3294,6542,0,2023-04-06T20:09:40.437185,3991096,2110,865,-627,-1058,-563,-481,173,1,-359,2110.1533046713585,863.5700520151984,-624.2308190983601
23,3295,6543,0,2023-04-06T20:09:40.441719,3991101,2110,865,-627,-1058,-563,-481,173,1,-359,2110.1721254271692,863.7339284796894,-624.6699671701596
24,3296,6544,0,2023-04-06T20:09:40.446653,3991106,2110,865,-627,-1058,-563,-481,173,1,-359,2110.159779981798,863.8314930872946,-625.0523569429126
25,3297,6545,0,2023-04-06T20:09:40.451766,3991111,2110,864,-625,-1062,-566,-476,173,1,-359,2110.120018902213,863.8646988126445,-625.3693117806256
26,3298,6546,0,2023-04-06T20:09:40.456829,3991115,2110,864,-625,-1062,-566,-476,173,1,-359,2110.056506559251,863.8424002080901,-625.6181678419822
27,3299,6547,0,2023-04-06T20:09:40.461369,3991120,2110,864,-625,-1062,-566,-476,173,1,-359,2109.9725436579765,863.7794496701445,-625.8006552301856
28,3300,6548,0,2023-04-06T20:09:40.466416,3991126,2110,864,-625,-1062,-566,-476,173,1,-359,2109.870892960071,863.6952687856954,-625.920906899538
29,3301,6549,0,2023-04-06T20:09:40.470845,3991130,2110,864,-625,-1062,-566,-476,173,1,-359,2109.753646498101,863.6121200081701,-625.9838212692536
30,3302,6550,0,2023-04-06T20:09:40.475153,3991135,2109,863,-626,-1062,-558,-476,173,1,-359,2109.6220673063576,863.553139956738,-625.9941393879056
31,3303,6551,0,2023-04-06T20:09:40.480163,3991139,2109,863,-626,-1062,-558,-476,173,1,-359,2109.4763992412345,863.5401762895492,-625.9562985335072
32,3304,6552,0,2023-04-06T20:09:40.485067,3991144,2109,863,-626,-1062,-558,-476,173,1,-359,2109.315764150272,863.5915980608146,-625.8748925827106
33,3305,6553,0,2023-04-06T20:09:40.490298,3991149,2109,863,-626,-1062,-558,-476,173,1,-359,2109.138329344346,863.7203518399094,-625.7554372961807
34,3306,6554,0,2023-04-06T20:09:40.494624,3991154,2109,863,-626,-1062,-558,-476,176,0,-356,2108.9418343622997,863.9325008411498,-625.6051691191033
35,3307,6555,0,2023-04-06T20:09:40.499008,3991158,2109,863,-626,-1062,-558,-476,176,0,-356,2108.7244081632953,864.2264032686426,-625.4337048629197
36,3308,6556,0,2023-04-06T20:09:40.503534,3991162,2109,863,-626,-1062,-558,-476,176,0,-356,2108.485511708035,864.5926801846944,-625.2534314013953
37,3309,6557,0,2023-04-06T20:09:40.508355,3991168,2109,863,-626,-1062,-558,-476,176,0,-356,2108.2268061654763,865.0151859914706,-625.0794809219486
38,3310,6558,0,2023-04-06T20:09:40.513001,3991172,2108,868,-625,-1065,-567,-471,176,0,-356,2107.9527426158784,865.4731926086472,-624.9291436650612
39,3311,6559,0,2023-04-06T20:09:40.518001,3991177,2108,868,-625,-1065,-567,-471,176,0,-356,2107.670727975257,865.9446719952507,-624.8206420898758
40,3312,6560,0,2023-04-06T20:09:40.522484,3991182,2108,868,-625,-1065,-567,-471,176,0,-356,2107.3908459636727,866.4099048230638,-624.7713403838833
41,3313,6561,0,2023-04-06T20:09:40.527292,3991186,2108,868,-625,-1065,-567,-471,176,0,-356,2107.1251775104242,866.8542833941918,-624.7955666228753
42,3314,6562,0,2023-04-06T20:09:40.531794,3991191,2106,868,-623,-1066,-560,-483,176,0,-356,2106.8867115494,867.2695867630134,-624.9022190722512
