,Unnamed: 0,imu,server_time,arduino_time,ax,ay,az,gx,gy,gz,mx,my,mz
1803,5123,0,2023-03-10T14:06:47.037628,6285212,802,523,1542,-1036,-576,-238,121,189,-69
1804,5124,0,2023-03-10T14:06:47.042180,6285217,808,519,1546,-1035,-572,-234,121,189,-69
1805,5125,0,2023-03-10T14:06:47.047444,6285222,808,519,1546,-1035,-572,-234,121,189,-69
1806,5126,0,2023-03-10T14:06:47.051853,6285227,808,519,1546,-1035,-572,-234,121,189,-69
1807,5127,0,2023-03-10T14:06:47.056442,6285232,808,519,1546,-1035,-572,-234,121,189,-69
1808,5128,0,2023-03-10T14:06:47.060845,6285236,808,528,1543,-1033,-572,-244,121,189,-69
1809,5129,0,2023-03-10T14:06:47.065779,6285241,808,528,1543,-1033,-572,-244,121,189,-69
1810,5130,0,2023-03-10T14:06:47.070168,6285245,808,528,1543,-1033,-572,-244,121,189,-69
1811,5131,0,2023-03-10T14:06:47.075292,6285250,808,528,1543,-1033,-572,-244,121,189,-69
1812,5132,0,2023-03-10T14:06:47.079702,6285254,808,528,1543,-1033,-572,-244,121,189,-69
1813,5133,0,2023-03-10T14:06:47.084381,6285259,808,528,1543,-1033,-572,-244,121,189,-69
1814,5134,0,2023-03-10T14:06:47.088845,6285263,808,528,1543,-1033,-572,-244,121,189,-69
1815,5135,0,2023-03-10T14:06:47.093965,6285268,808,528,1543,-1033,-572,-244,121,189,-69
1816,5136,0,2023-03-10T14:06:47.099153,6285274,804,526,1547,-1032,-577,-242,121,189,-69
1817,5137,0,2023-03-10T14:06:47.104286,6285279,804,526,1547,-1032,-577,-242,121,189,-69
1818,5138,0,2023-03-10T14:06:47.108830,6285284,804,526,1547,-1032,-577,-242,121,189,-69
1819,5139,0,2023-03-10T14:06:47.113374,6285288,804,526,1547,-1032,-577,-242,121,189,-69
1820,5140,0,2023-03-10T14:06:47.118290,6285293,804,526,1547,-1032,-577,-242,121,189,-69
1821,5141,0,2023-03-10T14:06:47.122751,6285297,805,527,1547,-1032,-571,-236,125,189,-73
1822,5142,0,2023-03-10T14:06:47.127807,6285302,805,527,1547,-1032,-571,-236,125,189,-73
1823,5143,0,2023-03-10T14:06:47.132266,6285307,805,527,1547,-1032,-571,-236,125,189,-73
1824,5144,0,2023-03-10T14:06:47.137367,6285313,805,527,1547,-1032,-571,-236,125,189,-73
1825,5145,0,2023-03-10T14:06:47.142080,6285317,806,523,1552,-1022,-546,-235,125,189,-73
1826,5146,0,2023-03-10T14:06:47.146905,6285322,806,523,1552,-1022,-546,-235,125,189,-73
1827,5147,0,2023-03-10T14:06:47.151349,6285326,806,523,1552,-1022,-546,-235,125,189,-73
1828,5148,0,2023-03-10T14:06:47.156230,6285331,806,523,1552,-1022,-546,-235,125,189,-73
1829,5149,0,2023-03-10T14:06:47.160719,6285335,806,523,1531,-1034,-559,-245,125,189,-73
1830,5150,0,2023-03-10T14:06:47.165510,6285340,806,523,1531,-1034,-559,-245,125,189,-73
1831,5151,0,2023-03-10T14:06:47.170022,6285345,806,523,1531,-1034,-559,-245,125,189,-73
1832,5152,0,2023-03-10T14:06:47.175388,6285350,806,523,1531,-1034,-559,-245,125,189,-73
1833,5153,0,2023-03-10T14:06:47.180057,6285355,800,519,1550,-1024,-569,-221,125,189,-73
1834,5154,0,2023-03-10T14:06:47.185231,6285360,800,519,1550,-1024,-569,-221,125,189,-73
1835,5155,0,2023-03-10T14:06:47.189758,6285365,800,519,1550,-1024,-569,-221,125,189,-73
1836,5156,0,2023-03-10T14:06:47.195261,6285370,800,519,1550,-1024,-569,-221,125,189,-73
1837,5157,0,2023-03-10T14:06:47.199830,6285375,803,524,1542,-1020,-576,-250,125,189,-73
1838,5158,0,2023-03-10T14:06:47.204292,6285379,803,524,1542,-1020,-576,-250,125,189,-73
1839,5159,0,2023-03-10T14:06:47.209282,6285383,803,524,1542,-1020,-576,-250,125,189,-73
1840,5160,0,2023-03-10T14:06:47.213910,6285388,803,524,1542,-1020,-576,-250,125,189,-73
1841,5161,0,2023-03-10T14:06:47.219258,6285394,814,531,1534,-1041,-562,-247,125,189,-73
