,Unnamed: 0.1,Unnamed: 0,imu,server_time,arduino_time,ax,ay,az,gx,gy,gz,mx,my,mz,new_ax,new_ay,new_az
0,2045,5293,0,2023-04-06T20:09:34.385929,3985045,2178,639,-627,-1052,-558,-473,188,0,-362,2175.370602692845,636.588777314325,-628.6197173609226
1,2046,5294,0,2023-04-06T20:09:34.391211,3985050,2178,639,-627,-1052,-558,-473,188,0,-362,2175.22557698107,636.5140417251594,-628.7379869527049
2,2047,5295,0,2023-04-06T20:09:34.395617,3985054,2178,639,-627,-1052,-558,-473,188,0,-362,2175.0475942944277,636.4430954742431,-628.8918874696092
3,2048,5296,0,2023-04-06T20:09:34.400152,3985059,2178,639,-627,-1052,-558,-473,188,0,-362,2174.8486396877774,636.3934577392273,-629.07626913037
4,2049,5297,0,2023-04-06T20:09:34.405652,3985064,2172,634,-631,-1063,-564,-482,188,0,-362,2174.646912185518,636.3861827155665,-629.2807677657286
5,2050,5298,0,2023-04-06T20:09:34.410903,3985070,2172,634,-631,-1063,-564,-482,188,0,-362,2174.4632981977306,636.4416705128555,-629.4914527686551
6,2051,5299,0,2023-04-06T20:09:34.415742,3985075,2172,634,-631,-1063,-564,-482,188,0,-362,2174.316743239432,636.5746130669843,-629.6931981235747
7,2052,5300,0,2023-04-06T20:09:34.420440,3985079,2172,634,-631,-1063,-564,-482,188,0,-362,2174.220227454889,636.7896608544191,-629.8717101097297
8,2053,5301,0,2023-04-06T20:09:34.425529,3985084,2174,636,-629,-1063,-563,-467,188,0,-362,2174.17856222989,637.079029185384,-630.0144978531314
9,2054,5302,0,2023-04-06T20:09:34.430546,3985089,2174,636,-629,-1063,-563,-467,188,0,-362,2174.1882481143393,637.4224656162557,-630.1107904724112
10,2055,5303,0,2023-04-06T20:09:34.435010,3985094,2174,636,-629,-1063,-563,-467,188,0,-362,2174.23892128901,637.7893951858028,-630.1509821387504
11,2056,5304,0,2023-04-06T20:09:34.439602,3985098,2174,636,-629,-1063,-563,-467,188,0,-362,2174.315712648954,638.1428894377589,-630.12637249978
12,2057,5305,0,2023-04-06T20:09:34.445085,3985104,2176,643,-631,-1055,-556,-480,190,4,-366,2174.4020167197946,638.4451997014064,-630.0297344445545
13,2058,5306,0,2023-04-06T20:09:34.450186,3985108,2176,643,-631,-1055,-556,-480,190,4,-366,2174.4823319883308,638.6643459515049,-629.8567433312244
14,2059,5307,0,2023-04-06T20:09:34.454589,3985114,2176,643,-631,-1055,-556,-480,190,4,-366,2174.544733023722,638.7804018963321,-629.6077955900486
15,2060,5308,0,2023-04-06T20:09:34.459002,3985118,2176,643,-631,-1055,-556,-480,190,4,-366,2174.58241885237,638.7895485938479,-629.2894846789395
16,2061,5309,0,2023-04-06T20:09:34.464729,3985124,2174,637,-628,-1056,-565,-482,190,4,-366,2174.5939679700577,638.7045408247666,-628.9151339623036
17,2062,5310,0,2023-04-06T20:09:34.470095,3985129,2174,637,-628,-1056,-565,-482,190,4,-366,2174.582357931672,638.5516059533921,-628.5042348098247
18,2063,5311,0,2023-04-06T20:09:34.474640,3985133,2174,637,-628,-1056,-565,-482,190,4,-366,2174.5532283486773,638.3651038624773,-628.0811571197763
19,2064,5312,0,2023-04-06T20:09:34.478995,3985138,2174,637,-628,-1056,-565,-482,190,4,-366,2174.5130323442218,638.1817753014566,-627.673715756948
20,2065,5313,0,2023-04-06T20:09:34.484695,3985143,2174,637,-628,-1056,-565,-482,190,4,-366,2174.4675422498713,638.0358698525093,-627.3119063434211
21,2066,5314,0,2023-04-06T20:09:34.488974,3985148,2174,637,-628,-1056,-565,-482,190,4,-366,2174.4208741566185,637.9555603124352,-627.0266879469597
22,2067,5315,0,2023-04-06T20:09:34.493449,3985153,2174,637,-628,-1056,-565,-482,190,4,-366,2174.3750264709433,637.9605782599243,-626.8484708755549
23,2068,5316,0,2023-04-06T20:09:34.497857,3985157,2174,637,-628,-1056,-565,-482,190,4,-366,2174.3298895475946,638.0609442959131,-626.8049672049576
24,2069,5317,0,2023-04-06T20:09:34.503190,3985162,2174,637,-628,-1056,-565,-482,190,4,-366,2174.283680765174,638.2567265291071,-626.9181385114589
25,2070,5318,0,2023-04-06T20:09:34.507794,3985167,2175,639,-623,-1061,-564,-486,190,4,-366,2174.233742936347,638.5388083510331,-627.2001601046848
26,2071,5319,0,2023-04-06T20:09:34.512766,3985172,2175,639,-623,-1061,-564,-486,190,4,-366,2174.177564531963,638.8905776638852,-627.6488472749711
27,2072,5320,0,2023-04-06T20:09:34.517136,3985176,2175,639,-623,-1061,-564,-486,190,4,-366,2174.1137364175347,639.2902551864264,-628.2438502315138
28,2073,5321,0,2023-04-06T20:09:34.522156,3985181,2175,639,-623,-1061,-564,-486,190,4,-366,2174.042477199537,639.713503231809,-628.9454789248048
29,2074,5322,0,2023-04-06T20:09:34.526656,3985185,2173,642,-634,-1065,-561,-484,190,4,-366,2173.9654642320706,640.1361334005636,-629.6976057583931
30,2075,5323,0,2023-04-06T20:09:34.531601,3985190,2173,642,-634,-1065,-561,-484,190,4,-366,2173.8850006484145,640.5368254741418,-630.434649503517
31,2076,5324,0,2023-04-06T20:09:34.536168,3985195,2173,642,-634,-1065,-561,-484,190,4,-366,2173.802905339948,640.8995253554968,-631.0907822662934
32,2077,5325,0,2023-04-06T20:09:34.540627,3985200,2173,642,-634,-1065,-561,-484,190,4,-366,2173.719681063395,641.2149861688266,-631.6085984529993
33,2078,5326,0,2023-04-06T20:09:34.545879,3985205,2174,642,-634,-1065,-563,-475,190,4,-366,2173.634338406902,641.4811350893834,-631.9453374009746
34,2079,5327,0,2023-04-06T20:09:34.550720,3985210,2174,642,-634,-1065,-563,-475,190,4,-366,2173.5448877376207,641.7023412570735,-632.076238364096
35,2080,5328,0,2023-04-06T20:09:34.555214,3985214,2174,642,-634,-1065,-563,-475,190,4,-366,2173.449209167884,641.8878544239591,-631.9953456003751
