,Unnamed: 0,imu,server_time,arduino_time,ax,ay,az,gx,gy,gz,mx,my,mz
7000,7894,0,2023-03-01T18:50:27.626965,1617144,954,1675,773,-819,-512,-200,-39,187,-195
7001,7895,0,2023-03-01T18:50:27.632594,1617150,954,1675,773,-819,-512,-200,-39,187,-195
7002,7896,0,2023-03-01T18:50:27.637553,1617156,954,1675,773,-819,-512,-200,-39,187,-195
7003,7897,0,2023-03-01T18:50:27.642823,1617161,954,1675,773,-819,-512,-200,-39,187,-195
7004,7898,0,2023-03-01T18:50:27.648552,1617166,955,1673,778,-812,-517,-192,-50,194,-204
7005,7899,0,2023-03-01T18:50:27.654373,1617172,955,1673,778,-812,-517,-192,-50,194,-204
7006,7900,0,2023-03-01T18:50:27.659819,1617177,955,1673,778,-812,-517,-192,-50,194,-204
7007,7901,0,2023-03-01T18:50:27.664877,1617183,954,1677,777,-824,-517,-202,-50,194,-204
7008,7902,0,2023-03-01T18:50:27.670967,1617188,954,1677,777,-824,-517,-202,-50,194,-204
7009,7903,0,2023-03-01T18:50:27.678013,1617196,954,1677,777,-824,-517,-202,-50,194,-204
7010,7904,0,2023-03-01T18:50:27.682804,1617201,954,1677,777,-824,-517,-202,-50,194,-204
7011,7905,0,2023-03-01T18:50:27.687841,1617206,954,1676,780,-819,-515,-205,-50,194,-204
7012,7906,0,2023-03-01T18:50:27.693504,1617212,954,1676,780,-819,-515,-205,-50,194,-204
7013,7907,0,2023-03-01T18:50:27.698419,1617216,954,1676,780,-819,-515,-205,-50,194,-204
7014,7908,0,2023-03-01T18:50:27.703610,1617221,954,1676,780,-819,-515,-205,-50,194,-204
7015,7909,0,2023-03-01T18:50:27.709429,1617227,956,1673,774,-823,-504,-200,-50,194,-204
7016,7910,0,2023-03-01T18:50:27.714738,1617232,956,1673,774,-823,-504,-200,-50,194,-204
7017,7911,0,2023-03-01T18:50:27.719472,1617238,956,1673,774,-823,-504,-200,-50,194,-204
7018,7912,0,2023-03-01T18:50:27.724289,1617243,954,1677,776,-828,-516,-202,-50,194,-204
