imu,server_time,arduino_time,ax,ay,az,gx,gy,gz,mx,my,mz
0,2023-03-01T18:49:44.947083,1574463,189,517,1645,-1031,-572,-322,56,264,-112
0,2023-03-01T18:49:44.953367,1574469,188,511,1643,-1031,-571,-321,56,264,-112
0,2023-03-01T18:49:44.959108,1574474,188,511,1643,-1031,-571,-321,56,264,-112
0,2023-03-01T18:49:44.964118,1574479,188,511,1643,-1031,-571,-321,56,264,-112
0,2023-03-01T18:49:44.968794,1574484,188,511,1643,-1031,-571,-321,56,264,-112
0,2023-03-01T18:49:44.974056,1574490,191,512,1643,-1037,-568,-325,56,264,-112
0,2023-03-01T18:49:44.979309,1574495,191,512,1643,-1037,-568,-325,56,264,-112
0,2023-03-01T18:49:44.984363,1574500,191,512,1643,-1037,-568,-325,56,264,-112
0,2023-03-01T18:49:44.989052,1574505,191,512,1643,-1037,-568,-325,56,264,-112
0,2023-03-01T18:49:44.994316,1574510,193,514,1647,-1034,-560,-323,56,264,-112
0,2023-03-01T18:49:44.999623,1574515,193,514,1647,-1034,-560,-323,56,264,-112
0,2023-03-01T18:49:45.004121,1574519,193,514,1647,-1034,-560,-323,56,264,-112
0,2023-03-01T18:49:45.009013,1574524,193,514,1647,-1034,-560,-323,56,264,-112
0,2023-03-01T18:49:45.014185,1574530,188,510,1644,-1029,-559,-325,56,264,-112
0,2023-03-01T18:49:45.019548,1574535,188,510,1644,-1029,-559,-325,56,264,-112
0,2023-03-01T18:49:45.025059,1574541,188,510,1644,-1029,-559,-325,56,264,-112
0,2023-03-01T18:49:45.029835,1574546,188,510,1644,-1029,-559,-325,56,264,-112
0,2023-03-01T18:49:45.035205,1574551,190,515,1643,-1036,-562,-325,56,264,-112
0,2023-03-01T18:49:45.040602,1574556,190,515,1643,-1036,-562,-325,56,264,-112
0,2023-03-01T18:49:45.045570,1574561,190,515,1643,-1036,-562,-325,56,264,-112
0,2023-03-01T18:49:45.050025,1574565,190,515,1643,-1036,-562,-325,56,264,-112
0,2023-03-01T18:49:45.055488,1574571,190,515,1645,-1034,-569,-316,56,272,-122
0,2023-03-01T18:49:45.061074,1574577,190,515,1645,-1034,-569,-316,56,272,-122
0,2023-03-01T18:49:45.065887,1574582,190,515,1645,-1034,-569,-316,56,272,-122
0,2023-03-01T18:49:45.070718,1574586,190,515,1645,-1034,-569,-316,56,272,-122
0,2023-03-01T18:49:45.076317,1574592,186,514,1647,-1034,-570,-316,56,272,-122
0,2023-03-01T18:49:45.081947,1574597,186,514,1647,-1034,-570,-316,56,272,-122
0,2023-03-01T18:49:45.086632,1574602,186,514,1647,-1034,-570,-316,56,272,-122
0,2023-03-01T18:49:45.091749,1574607,190,514,1641,-1040,-569,-321,56,272,-122
0,2023-03-01T18:49:45.097391,1574614,190,514,1641,-1040,-569,-321,56,272,-122
0,2023-03-01T18:49:45.102229,1574618,190,514,1641,-1040,-569,-321,56,272,-122
0,2023-03-01T18:49:45.107238,1574623,190,514,1641,-1040,-569,-321,56,272,-122
0,2023-03-01T18:49:45.112299,1574628,188,512,1650,-1036,-571,-318,56,272,-122
0,2023-03-01T18:49:45.118613,1574634,188,512,1650,-1036,-571,-318,56,272,-122
0,2023-03-01T18:49:45.123897,1574639,188,512,1650,-1036,-571,-318,56,272,-122
0,2023-03-01T18:49:45.129061,1574644,188,512,1650,-1036,-571,-318,56,272,-122
0,2023-03-01T18:49:45.134874,1574650,192,513,1646,-1035,-562,-322,56,272,-122
0,2023-03-01T18:49:45.140355,1574656,192,513,1646,-1035,-562,-322,56,272,-122
0,2023-03-01T18:49:45.145092,1574661,192,513,1646,-1035,-562,-322,56,272,-122
0,2023-03-01T18:49:45.150538,1574666,192,513,1646,-1035,-562,-322,56,272,-122
