,Unnamed: 0,imu,server_time,arduino_time,ax,ay,az,gx,gy,gz,mx,my,mz
50252,1204,0,2023-03-01T18:59:39.803314,2169352,705,1531,1062,-1027,-573,-325,-21,165,-181
50253,1205,0,2023-03-01T18:59:39.808021,2169357,705,1531,1062,-1027,-573,-325,-21,165,-181
50254,1206,0,2023-03-01T18:59:39.813652,2169362,708,1529,1061,-1034,-572,-329,-21,165,-181
50255,1207,0,2023-03-01T18:59:39.818957,2169367,708,1529,1061,-1034,-572,-329,-21,165,-181
50256,1208,0,2023-03-01T18:59:39.824124,2169372,708,1529,1061,-1034,-572,-329,-21,165,-181
50257,1209,0,2023-03-01T18:59:39.830224,2169378,708,1529,1061,-1034,-572,-329,-21,165,-181
50258,1210,0,2023-03-01T18:59:39.835983,2169384,705,1533,1066,-1038,-572,-322,-21,165,-181
50259,1211,0,2023-03-01T18:59:39.841287,2169390,705,1533,1066,-1038,-572,-322,-21,165,-181
50260,1212,0,2023-03-01T18:59:39.846861,2169395,705,1533,1066,-1038,-572,-322,-21,165,-181
50261,1213,0,2023-03-01T18:59:39.852229,2169400,704,1528,1057,-1038,-569,-317,-21,165,-181
50262,1214,0,2023-03-01T18:59:39.858926,2169407,704,1528,1057,-1038,-569,-317,-21,165,-181
50263,1215,0,2023-03-01T18:59:39.863947,2169412,704,1528,1057,-1038,-569,-317,-21,165,-181
50264,1216,0,2023-03-01T18:59:39.869491,2169418,704,1528,1057,-1038,-569,-317,-21,165,-181
50265,1217,0,2023-03-01T18:59:39.874610,2169422,707,1532,1057,-1028,-575,-318,-21,165,-181
50266,1218,0,2023-03-01T18:59:39.880102,2169428,707,1532,1057,-1028,-575,-318,-21,165,-181
50267,1219,0,2023-03-01T18:59:39.886300,2169435,707,1532,1057,-1028,-575,-318,-21,165,-181
50268,1220,0,2023-03-01T18:59:39.891379,2169440,705,1528,1059,-1033,-570,-323,-21,165,-181
50269,1221,0,2023-03-01T18:59:39.897553,2169446,705,1528,1059,-1033,-570,-323,-21,165,-181
50270,1222,0,2023-03-01T18:59:39.902362,2169451,705,1528,1059,-1033,-570,-323,-21,165,-181
50271,1223,0,2023-03-01T18:59:39.908179,2169456,705,1528,1059,-1033,-570,-323,-21,165,-181
50272,1224,0,2023-03-01T18:59:39.913861,2169462,706,1528,1065,-1038,-575,-331,-17,163,-189
50273,1225,0,2023-03-01T18:59:39.919343,2169467,706,1528,1065,-1038,-575,-331,-17,163,-189
50274,1226,0,2023-03-01T18:59:39.924137,2169473,706,1528,1065,-1038,-575,-331,-17,163,-189
50275,1227,0,2023-03-01T18:59:39.928780,2169478,706,1528,1065,-1038,-575,-331,-17,163,-189
50276,1228,0,2023-03-01T18:59:39.934285,2169483,705,1528,1064,-1024,-570,-326,-17,163,-189
50277,1229,0,2023-03-01T18:59:39.940176,2169489,705,1528,1064,-1024,-570,-326,-17,163,-189
50278,1230,0,2023-03-01T18:59:39.946379,2169494,705,1528,1064,-1024,-570,-326,-17,163,-189
50279,1231,0,2023-03-01T18:59:39.951133,2169499,706,1527,1059,-1032,-576,-326,-17,163,-189
50280,1232,0,2023-03-01T18:59:39.957349,2169505,706,1527,1059,-1032,-576,-326,-17,163,-189
50281,1233,0,2023-03-01T18:59:39.962314,2169510,706,1527,1059,-1032,-576,-326,-17,163,-189
50282,1234,0,2023-03-01T18:59:39.967483,2169516,706,1527,1059,-1032,-576,-326,-17,163,-189
50283,1235,0,2023-03-01T18:59:39.972570,2169521,705,1526,1061,-1030,-574,-322,-17,163,-189
50284,1236,0,2023-03-01T18:59:39.978660,2169527,705,1526,1061,-1030,-574,-322,-17,163,-189
50285,1237,0,2023-03-01T18:59:39.983852,2169532,705,1526,1061,-1030,-574,-322,-17,163,-189
50286,1238,0,2023-03-01T18:59:39.988458,2169537,705,1526,1061,-1030,-574,-322,-17,163,-189
50287,1239,0,2023-03-01T18:59:39.993846,2169542,707,1527,1062,-1035,-572,-324,-17,163,-189
50288,1240,0,2023-03-01T18:59:39.999933,2169548,707,1527,1062,-1035,-572,-324,-17,163,-189
50289,1241,0,2023-03-01T18:59:40.006370,2169554,707,1527,1062,-1035,-572,-324,-17,163,-189
50290,1242,0,2023-03-01T18:59:40.011359,2169560,704,1526,1059,-1038,-565,-328,-17,163,-189
50291,1243,0,2023-03-01T18:59:40.017559,2169566,704,1526,1059,-1038,-565,-328,-17,163,-189
50292,1244,0,2023-03-01T18:59:40.022337,2169571,704,1526,1059,-1038,-565,-328,-17,163,-189
50293,1245,0,2023-03-01T18:59:40.027571,2169576,704,1526,1059,-1038,-565,-328,-17,163,-189
50294,1246,0,2023-03-01T18:59:40.032843,2169581,704,1527,1062,-1030,-570,-326,-17,163,-189
50295,1247,0,2023-03-01T18:59:40.038047,2169586,704,1527,1062,-1030,-570,-326,-17,163,-189
50296,1248,0,2023-03-01T18:59:40.042944,2169591,704,1527,1062,-1030,-570,-326,-17,163,-189
