,Unnamed: 0,imu,server_time,arduino_time,ax,ay,az,gx,gy,gz,mx,my,mz
0,952,0,2023-03-01T18:54:59.807717,1889340,374,895,1340,-1108,-782,-245,39,183,-117
1,953,0,2023-03-01T18:54:59.813125,1889346,374,895,1340,-1108,-782,-245,39,183,-117
2,954,0,2023-03-01T18:54:59.817880,1889351,374,895,1340,-1108,-782,-245,39,183,-117
3,955,0,2023-03-01T18:54:59.823066,1889355,253,832,1704,-1270,-364,-384,39,183,-117
4,956,0,2023-03-01T18:54:59.829197,1889362,253,832,1704,-1270,-364,-384,39,183,-117
5,957,0,2023-03-01T18:54:59.834266,1889367,253,832,1704,-1270,-364,-384,39,183,-117
6,958,0,2023-03-01T18:54:59.840065,1889373,145,708,1624,-1360,-232,-486,39,183,-117
7,959,0,2023-03-01T18:54:59.845581,1889379,145,708,1624,-1360,-232,-486,39,183,-117
8,960,0,2023-03-01T18:54:59.851035,1889384,145,708,1624,-1360,-232,-486,39,183,-117
9,961,0,2023-03-01T18:54:59.856128,1889389,145,708,1624,-1360,-232,-486,39,183,-117
10,962,0,2023-03-01T18:54:59.861258,1889394,65,669,1473,-1195,-268,-487,39,183,-117
11,963,0,2023-03-01T18:54:59.865835,1889399,65,669,1473,-1195,-268,-487,39,183,-117
12,964,0,2023-03-01T18:54:59.870837,1889403,65,669,1473,-1195,-268,-487,39,183,-117
13,965,0,2023-03-01T18:54:59.875469,1889409,65,669,1473,-1195,-268,-487,39,183,-117
14,966,0,2023-03-01T18:54:59.880105,1889413,16,740,1696,-941,-452,-360,45,183,-117
15,967,0,2023-03-01T18:54:59.885616,1889419,16,740,1696,-941,-452,-360,45,183,-117
16,968,0,2023-03-01T18:54:59.891091,1889424,16,740,1696,-941,-452,-360,45,183,-117
17,969,0,2023-03-01T18:54:59.896400,1889429,16,740,1696,-941,-452,-360,45,183,-117
18,970,0,2023-03-01T18:54:59.901060,1889434,79,791,1594,-788,-762,-204,45,183,-117
19,971,0,2023-03-01T18:54:59.907374,1889440,79,791,1594,-788,-762,-204,45,183,-117
20,972,0,2023-03-01T18:54:59.911865,1889445,79,791,1594,-788,-762,-204,45,183,-117
21,973,0,2023-03-01T18:54:59.917444,1889451,79,791,1594,-788,-762,-204,45,183,-117
22,974,0,2023-03-01T18:54:59.922762,1889456,226,866,1463,-819,-928,-179,45,183,-117
