,Unnamed: 0,imu,server_time,arduino_time,ax,ay,az,gx,gy,gz,mx,my,mz
25027,5979,0,2023-03-01T18:57:19.801666,2029342,662,1131,1363,-1536,-1108,-1500,17,235,-129
25028,5980,0,2023-03-01T18:57:19.807858,2029347,662,1131,1363,-1536,-1108,-1500,17,235,-129
25029,5981,0,2023-03-01T18:57:19.814026,2029355,662,1131,1363,-1536,-1108,-1500,17,235,-129
25030,5982,0,2023-03-01T18:57:19.818940,2029360,658,1131,1371,-1527,-1101,-1490,17,235,-129
25031,5983,0,2023-03-01T18:57:19.824725,2029365,658,1131,1371,-1527,-1101,-1490,17,235,-129
25032,5984,0,2023-03-01T18:57:19.830618,2029371,658,1131,1371,-1527,-1101,-1490,17,235,-129
25033,5985,0,2023-03-01T18:57:19.835716,2029376,656,1130,1373,-1502,-1075,-1448,15,237,-133
25034,5986,0,2023-03-01T18:57:19.842056,2029382,656,1130,1373,-1502,-1075,-1448,15,237,-133
25035,5987,0,2023-03-01T18:57:19.846995,2029387,656,1130,1373,-1502,-1075,-1448,15,237,-133
25036,5988,0,2023-03-01T18:57:19.852973,2029393,656,1130,1373,-1502,-1075,-1448,15,237,-133
25037,5989,0,2023-03-01T18:57:19.858083,2029399,654,1131,1367,-1465,-1038,-1354,15,237,-133
25038,5990,0,2023-03-01T18:57:19.863937,2029405,654,1131,1367,-1465,-1038,-1354,15,237,-133
25039,5991,0,2023-03-01T18:57:19.869649,2029410,654,1131,1367,-1465,-1038,-1354,15,237,-133
25040,5992,0,2023-03-01T18:57:19.874818,2029415,645,1120,1374,-1435,-1024,-1295,15,237,-133
25041,5993,0,2023-03-01T18:57:19.880728,2029421,645,1120,1374,-1435,-1024,-1295,15,237,-133
25042,5994,0,2023-03-01T18:57:19.885944,2029427,645,1120,1374,-1435,-1024,-1295,15,237,-133
25043,5995,0,2023-03-01T18:57:19.891371,2029432,645,1120,1374,-1435,-1024,-1295,15,237,-133
25044,5996,0,2023-03-01T18:57:19.896183,2029436,656,1131,1362,-1445,-1079,-1371,15,237,-133
25045,5997,0,2023-03-01T18:57:19.903590,2029443,656,1131,1362,-1445,-1079,-1371,15,237,-133
25046,5998,0,2023-03-01T18:57:19.908938,2029450,656,1131,1362,-1445,-1079,-1371,15,237,-133
25047,5999,0,2023-03-01T18:57:19.915003,2029456,668,1146,1352,-1486,-1103,-1455,15,237,-133
25048,6000,0,2023-03-01T18:57:19.921112,2029461,668,1146,1352,-1486,-1103,-1455,15,237,-133
25049,6001,0,2023-03-01T18:57:19.925961,2029466,668,1146,1352,-1486,-1103,-1455,15,237,-133
25050,6002,0,2023-03-01T18:57:19.931379,2029472,668,1146,1352,-1486,-1103,-1455,15,237,-133
25051,6003,0,2023-03-01T18:57:19.936160,2029476,661,1136,1358,-1506,-1081,-1441,15,237,-133
25052,6004,0,2023-03-01T18:57:19.942313,2029483,661,1136,1358,-1506,-1081,-1441,15,237,-133
25053,6005,0,2023-03-01T18:57:19.946924,2029488,661,1136,1358,-1506,-1081,-1441,15,237,-133
25054,6006,0,2023-03-01T18:57:19.952564,2029493,661,1136,1358,-1506,-1081,-1441,15,237,-133
25055,6007,0,2023-03-01T18:57:19.957737,2029498,652,1124,1375,-1527,-1086,-1466,25,231,-119
25056,6008,0,2023-03-01T18:57:19.962944,2029503,652,1124,1375,-1527,-1086,-1466,25,231,-119
25057,6009,0,2023-03-01T18:57:19.967833,2029508,652,1124,1375,-1527,-1086,-1466,25,231,-119
25058,6010,0,2023-03-01T18:57:19.972879,2029513,652,1124,1375,-1527,-1086,-1466,25,231,-119
25059,6011,0,2023-03-01T18:57:19.977976,2029518,650,1123,1368,-1543,-1106,-1527,25,231,-119
25060,6012,0,2023-03-01T18:57:19.983712,2029524,650,1123,1368,-1543,-1106,-1527,25,231,-119
25061,6013,0,2023-03-01T18:57:19.988757,2029530,650,1123,1368,-1543,-1106,-1527,25,231,-119
25062,6014,0,2023-03-01T18:57:19.994542,2029535,650,1123,1368,-1543,-1106,-1527,25,231,-119
25063,6015,0,2023-03-01T18:57:19.999644,2029540,649,1123,1372,-1522,-1100,-1485,25,231,-119
25064,6016,0,2023-03-01T18:57:20.005434,2029546,649,1123,1372,-1522,-1100,-1485,25,231,-119
25065,6017,0,2023-03-01T18:57:20.011118,2029551,649,1123,1372,-1522,-1100,-1485,25,231,-119
25066,6018,0,2023-03-01T18:57:20.015939,2029556,646,1125,1365,-1478,-1087,-1443,25,231,-119
25067,6019,0,2023-03-01T18:57:20.022400,2029563,646,1125,1365,-1478,-1087,-1443,25,231,-119
25068,6020,0,2023-03-01T18:57:20.028085,2029569,646,1125,1365,-1478,-1087,-1443,25,231,-119
25069,6021,0,2023-03-01T18:57:20.033765,2029575,646,1125,1365,-1478,-1087,-1443,25,231,-119
25070,6022,0,2023-03-01T18:57:20.038679,2029580,655,1127,1359,-1473,-1098,-1448,25,231,-119
25071,6023,0,2023-03-01T18:57:20.044163,2029585,655,1127,1359,-1473,-1098,-1448,25,231,-119
25072,6024,0,2023-03-01T18:57:20.049937,2029590,655,1127,1359,-1473,-1098,-1448,25,231,-119
25073,6025,0,2023-03-01T18:57:20.055354,2029596,663,1141,1368,-1474,-1118,-1461,25,231,-119
