,Unnamed: 0,imu,server_time,arduino_time,ax,ay,az,gx,gy,gz,mx,my,mz
14290,5242,0,2023-03-01T18:56:19.801777,1969339,197,848,1556,-1031,-580,-316,35,183,-125
14291,5243,0,2023-03-01T18:56:19.807194,1969344,197,848,1556,-1031,-580,-316,35,183,-125
14292,5244,0,2023-03-01T18:56:19.812964,1969350,197,848,1556,-1031,-580,-316,35,183,-125
14293,5245,0,2023-03-01T18:56:19.818138,1969355,197,848,1556,-1031,-580,-316,35,183,-125
14294,5246,0,2023-03-01T18:56:19.822845,1969360,202,850,1552,-1029,-581,-318,35,183,-125
14295,5247,0,2023-03-01T18:56:19.828617,1969366,202,850,1552,-1029,-581,-318,35,183,-125
14296,5248,0,2023-03-01T18:56:19.833159,1969371,202,850,1552,-1029,-581,-318,35,183,-125
14297,5249,0,2023-03-01T18:56:19.837691,1969375,202,850,1552,-1029,-581,-318,35,183,-125
14298,5250,0,2023-03-01T18:56:19.842344,1969380,202,844,1550,-1039,-577,-326,35,183,-125
14299,5251,0,2023-03-01T18:56:19.848490,1969386,202,844,1550,-1039,-577,-326,35,183,-125
14300,5252,0,2023-03-01T18:56:19.854603,1969392,202,844,1550,-1039,-577,-326,35,183,-125
14301,5253,0,2023-03-01T18:56:19.859485,1969396,202,844,1550,-1039,-577,-326,35,183,-125
14302,5254,0,2023-03-01T18:56:19.864515,1969401,197,845,1554,-1042,-561,-323,35,183,-125
14303,5255,0,2023-03-01T18:56:19.870901,1969409,197,845,1554,-1042,-561,-323,35,183,-125
14304,5256,0,2023-03-01T18:56:19.877071,1969415,197,845,1554,-1042,-561,-323,35,183,-125
14305,5257,0,2023-03-01T18:56:19.881969,1969419,194,843,1554,-1049,-565,-322,33,187,-137
14306,5258,0,2023-03-01T18:56:19.887028,1969425,194,843,1554,-1049,-565,-322,33,187,-137
14307,5259,0,2023-03-01T18:56:19.893128,1969430,194,843,1554,-1049,-565,-322,33,187,-137
14308,5260,0,2023-03-01T18:56:19.897942,1969435,194,843,1554,-1049,-565,-322,33,187,-137
14309,5261,0,2023-03-01T18:56:19.903460,1969440,191,843,1559,-1043,-572,-321,33,187,-137
14310,5262,0,2023-03-01T18:56:19.909495,1969446,191,843,1559,-1043,-572,-321,33,187,-137
14311,5263,0,2023-03-01T18:56:19.914361,1969452,191,843,1559,-1043,-572,-321,33,187,-137
14312,5264,0,2023-03-01T18:56:19.919100,1969457,191,843,1559,-1043,-572,-321,33,187,-137
14313,5265,0,2023-03-01T18:56:19.924401,1969462,195,845,1552,-1027,-577,-321,33,187,-137
14314,5266,0,2023-03-01T18:56:19.929728,1969467,195,845,1552,-1027,-577,-321,33,187,-137
14315,5267,0,2023-03-01T18:56:19.935215,1969472,195,845,1552,-1027,-577,-321,33,187,-137
14316,5268,0,2023-03-01T18:56:19.940038,1969477,196,850,1556,-1030,-583,-317,33,187,-137
14317,5269,0,2023-03-01T18:56:19.945652,1969482,196,850,1556,-1030,-583,-317,33,187,-137
14318,5270,0,2023-03-01T18:56:19.951166,1969488,196,850,1556,-1030,-583,-317,33,187,-137
14319,5271,0,2023-03-01T18:56:19.956140,1969494,196,850,1556,-1030,-583,-317,33,187,-137
14320,5272,0,2023-03-01T18:56:19.961419,1969499,197,847,1553,-1032,-576,-314,33,187,-137
14321,5273,0,2023-03-01T18:56:19.967360,1969505,197,847,1553,-1032,-576,-314,33,187,-137
14322,5274,0,2023-03-01T18:56:19.973665,1969511,197,847,1553,-1032,-576,-314,33,187,-137
14323,5275,0,2023-03-01T18:56:19.978638,1969516,197,847,1553,-1032,-576,-314,33,187,-137
14324,5276,0,2023-03-01T18:56:19.984393,1969521,200,847,1555,-1037,-572,-318,33,187,-137
14325,5277,0,2023-03-01T18:56:19.990851,1969528,200,847,1555,-1037,-572,-318,33,187,-137
14326,5278,0,2023-03-01T18:56:19.996684,1969533,200,847,1555,-1037,-572,-318,33,187,-137
14327,5279,0,2023-03-01T18:56:20.001945,1969540,196,844,1550,-1037,-563,-324,33,187,-137
14328,5280,0,2023-03-01T18:56:20.008291,1969545,196,844,1550,-1037,-563,-324,33,187,-137
14329,5281,0,2023-03-01T18:56:20.014898,1969552,196,844,1550,-1037,-563,-324,33,187,-137
14330,5282,0,2023-03-01T18:56:20.020274,1969557,195,845,1562,-1039,-560,-326,37,177,-125
14331,5283,0,2023-03-01T18:56:20.025803,1969563,195,845,1562,-1039,-560,-326,37,177,-125
14332,5284,0,2023-03-01T18:56:20.031837,1969569,195,845,1562,-1039,-560,-326,37,177,-125
14333,5285,0,2023-03-01T18:56:20.036656,1969574,195,845,1562,-1039,-560,-326,37,177,-125
14334,5286,0,2023-03-01T18:56:20.041806,1969579,196,843,1557,-1038,-563,-320,37,177,-125
